ds,y,syl
2016.9.12,609.67,0.00205029
2016.9.13,610.92,-0.003437439
2016.9.14,608.82,0.002562334
2016.9.15,610.38,-0.002080671
2016.9.16,609.11,-0.003398401
2016.9.17,607.04,0.007478914
2016.9.18,611.58,-0.002272802
2016.9.19,610.19,-0.002507416
2016.9.20,608.66,-0.016068084
2016.9.21,598.88,-0.002437884
2016.9.22,597.42,-0.005590707
2016.9.23,594.08,0.016496095
2016.9.24,603.88,-0.00354375
2016.9.25,601.74,-0.004586699
2016.9.26,598.98,0.011653144
2016.9.27,605.96,-0.000478579
2016.9.28,605.67,-0.003004937
2016.9.29,603.85,0.009174464
2016.9.30,609.39,0.00891055
2016.10.1,614.82,-0.002992746
2016.10.2,612.98,-0.001843453
2016.10.3,611.85,-0.003644684
2016.10.4,609.62,-0.004002493
2016.10.5,607.18,0.008070095
2016.10.6,612.08,0.008381257
2016.10.7,617.21,-0.004001879
2016.10.8,614.74,0.001480301
2016.10.9,615.65,0.003069926
2016.10.10,617.54,-0.004485539
2016.10.11,614.77,0.032922882
2016.10.12,635.01,0.001496039
2016.10.13,635.96,-0.003050506
2016.10.14,634.02,0.00618277
2016.10.15,637.94,0.005455058
2016.10.16,641.42,-0.00381965
2016.10.17,638.97,-0.00419425
2016.10.18,636.29,-0.011064137
2016.10.19,629.25,-0.002431466
2016.10.20,627.72,0.006690881
2016.10.21,631.92,0.0372832
2016.10.22,655.48,-0.003402087
2016.10.23,653.25,-0.002847302
2016.10.24,651.39,0.0060179
2016.10.25,655.31,-0.005890342
2016.10.26,651.45,0.047233095
2016.10.27,682.22,0.008003283
2016.10.28,687.68,-0.002573872
2016.10.29,685.91,0.017626219
2016.10.30,698,0.005730659
2016.10.31,702,-0.007108262
2016.11.1,697.01,0.052108291
2016.11.2,733.33,-0.064309383
2016.11.3,686.17,-0.003614265
2016.11.4,683.69,0.03086194
2016.11.5,704.79,0.010229998
2016.11.6,712,-0.002865169
2016.11.7,709.96,-0.001394445
2016.11.8,708.97,0.016869543
2016.11.9,720.93,0.000790645
2016.11.10,721.5,-0.008385308
2016.11.11,715.45,-0.016409253
2016.11.12,703.71,-0.002032087
2016.11.13,702.28,0.005952042
2016.11.14,706.46,0.006299012
2016.11.15,710.91,0.001153451
2016.11.16,711.73,0.035448836
2016.11.17,736.96,0.014329136
2016.11.18,747.52,0.001953125
2016.11.19,748.98,-0.026596171
2016.11.20,729.06,0.012989329
2016.11.21,738.53,-0.002112304
2016.11.22,736.97,0.006323188
2016.11.23,741.63,-0.005636234
2016.11.24,737.45,-0.002454404
2016.11.25,735.64,-0.00267794
2016.11.26,733.67,-0.007782791
2016.11.27,727.96,-0.000892906
2016.11.28,727.31,0.007424619
2016.11.29,732.71,0.013620668
2016.11.30,742.69,-0.000861732
2016.12.1,742.05,0.040940637
2016.12.2,772.43,-0.010486387
2016.12.3,764.33,-0.001779336
2016.12.4,762.97,-0.010930967
2016.12.5,754.63,0.002637054
2016.12.6,756.62,0.003132352
2016.12.7,758.99,0.014137209
2016.12.8,769.72,0.000389752
2016.12.9,770.02,-0.001220748
2016.12.10,769.08,0.010298018
2016.12.11,777,0
2016.12.12,777,0.001274131
2016.12.13,777.99,-0.003984627
2016.12.14,774.89,0.002400341
2016.12.15,776.75,-0.001120051
2016.12.16,775.88,0.016523174
2016.12.17,788.7,-0.000380373
2016.12.18,788.4,0.000342466
2016.12.19,788.67,0.005604372
2016.12.20,793.09,0.039238926
2016.12.21,824.21,0.013054925
2016.12.22,834.97,0.079451956
2016.12.23,901.31,-0.010762113
2016.12.24,891.61,0.001110351
2016.12.25,892.6,0.005299126
2016.12.26,897.33,0.036820345
2016.12.27,930.37,-3.22452E-05
2016.12.28,930.34,0.035513898
2016.12.29,963.38,-0.011656875
2016.12.30,952.15,0.00627002
2016.12.31,958.12,0.04133094
2017.1.1,997.72,0.018291705
2017.1.2,1015.97,-0.002509917
2017.1.3,1013.42,0.111839119
2017.1.4,1126.76,-0.117229934
2017.1.5,994.67,0.005006686
2017.1.6,999.65,-0.102856
2017.1.7,896.83,0.012611086
2017.1.8,908.14,0.002587707
2017.1.9,910.49,-0.004876495
2017.1.10,906.05,-0.133359086
2017.1.11,785.22,-0.005476172
2017.1.12,780.92,0.058098141
2017.1.13,826.29,-0.010141718
2017.1.14,817.91,0.002005111
2017.1.15,819.55,0.013360991
2017.1.16,830.5,0.088308248
2017.1.17,903.84,0.003053638
2017.1.18,906.6,-0.011913882
2017.1.19,895.798875,-0.002431112
2017.1.20,893.6210875,0.002259249
2017.1.21,895.64,0.025639347
2017.1.22,918.603625,0.003777459
2017.1.23,922.0736125,-0.002281393
2017.1.24,919.97,-0.029266579
2017.1.25,893.045625,0.025654484
2017.1.26,915.95625,-0.000989403
2017.1.27,915.05,0.005750779
2017.1.28,920.31225,-0.004758439
2017.1.29,915.933,-0.004086543
2017.1.30,912.19,0.057571422
2017.1.31,964.706075,0.015546497
2017.2.1,979.703875,0.00379311
2017.2.2,983.42,0.03010616
2017.2.3,1013.027,0.017741297
2017.2.4,1030.999413,0.002978263
2017.2.5,1034.07,-0.009724922
2017.2.6,1024.01375,0.025484277
2017.2.7,1050.11,0.002599728
2017.2.8,1052.84,-0.072885719
2017.2.9,976.103,0.023563599
2017.2.10,999.1035,-0.001514858
2017.2.11,997.59,0.003021908
2017.2.12,1000.604625,-0.000726811
2017.2.13,999.877375,0.001322787
2017.2.14,1001.2,0.011112653
2017.2.15,1012.325988,0.022603526
2017.2.16,1035.208125,-7.84866E-06
2017.2.17,1035.2,0.020708209
2017.2.18,1056.637138,-0.003651066
2017.2.19,1052.779286,-0.001813567
2017.2.20,1050.87,0.069388629
2017.2.21,1123.788429,-0.000502978
2017.2.22,1123.223188,0.006042265
2017.2.23,1130.01,0.039695445
2017.2.24,1174.86625,-0.020649615
2017.2.25,1150.605714,-0.000204861
2017.2.26,1150.37,0.035103445
2017.2.27,1190.75195,-0.002676178
2017.2.28,1187.565286,0.002799605
2017.3.1,1190.89,0.057537486
2017.3.2,1259.410817,0.020429539
2017.3.3,1285.14,0.001447313
2017.3.4,1287,-0.012483838
2017.3.5,1270.9333,0.003355074
2017.3.6,1275.197375,0.003374086
2017.3.7,1279.5,-0.095433138
2017.3.8,1157.3933,0.030305898
2017.3.9,1192.469143,-0.000317948
2017.3.10,1192.09,-0.010846601
2017.3.11,1179.159875,0.040990837
2017.3.12,1227.494625,0.000151019
2017.3.13,1227.68,0.014409933
2017.3.14,1245.370786,0.009658841
2017.3.15,1257.399625,-0.000317819
2017.3.16,1257,-0.131923717
2017.3.17,1091.171888,-0.127330558
2017.3.18,952.2323625,0.016233052
2017.3.19,967.69,0.084112152
2017.3.20,1049.084488,0.066291663
2017.3.21,1118.630043,-0.00503298
2017.3.22,1113,-0.06667655
2017.3.23,1038.789,-0.093252129
2017.3.24,941.9197143,-0.014852343
2017.3.25,927.93,0.03109751
2017.3.26,956.7863125,0.084076179
2017.3.27,1037.22925,0.003673971
2017.3.28,1041.04,-0.000446188
2017.3.29,1040.5755,-0.002566801
2017.3.30,1037.90455,-0.00304898
2017.3.31,1034.74,0.050437377
2017.4.1,1086.929571,0.011260669
2017.4.2,1099.169125,-0.017448748
2017.4.3,1079.99,0.057047161
2017.4.4,1141.600363,-0.007464126
2017.4.5,1133.079314,0.000397753
2017.4.6,1133.53,0.050218565
2017.4.7,1190.45425,-0.00781585
2017.4.8,1181.149838,0.002438439
2017.4.9,1184.03,0.020028948
2017.4.10,1207.744875,0.015625952
2017.4.11,1226.617038,-0.006136421
2017.4.12,1219.09,-0.032045449
2017.4.13,1180.023713,0.00443749
2017.4.14,1185.260057,-0.012571129
2017.4.15,1170.36,0.014155826
2017.4.16,1186.927413,0.015761252
2017.4.17,1205.634875,-0.023775751
2017.4.18,1176.97,0.034801302
2017.4.19,1217.930088,0.019505419
2017.4.20,1241.686325,-0.004072144
2017.4.21,1236.63,0.019958456
2017.4.22,1261.311225,-0.002634649
2017.4.23,1257.988113,-0.013631379
2017.4.24,1240.84,0.03108756
2017.4.25,1279.414688,0.023209978
2017.4.26,1309.109875,-0.016110088
2017.4.27,1288.02,0.033597637
2017.4.28,1331.294429,0.002767689
2017.4.29,1334.979038,-0.001482449
2017.4.30,1333,0.063145396
2017.5.1,1417.172813,0.024628948
2017.5.2,1452.076288,-0.003117114
2017.5.3,1447.55,0.041962022
2017.5.4,1508.292125,0.016603512
2017.5.5,1533.335071,-0.009511992
2017.5.6,1518.75,0.011271394
2017.5.7,1535.868429,0.068202975
2017.5.8,1640.619225,0.006388304
2017.5.9,1651.1,0.067704106
2017.5.10,1762.88625,0.032959763
2017.5.11,1820.990563,0.004398396
2017.5.12,1829,-0.031208303
2017.5.13,1771.920013,0.002481199
2017.5.14,1776.3165,0.002073673
2017.5.15,1780,-0.023015744
2017.5.16,1739.031975,0.039362754
2017.5.17,1807.485063,-0.013004292
2017.5.18,1783.98,0.099519326
2017.5.19,1961.520488,0.04659105
2017.5.20,2052.909788,-0.021466987
2017.5.21,2008.84,0.040731125
2017.5.22,2090.662313,0.09425146
2017.5.23,2287.710288,-0.013721269
2017.5.24,2256.32,0.058008743
2017.5.25,2387.206286,-0.073403555
2017.5.26,2211.976857,0.03067082
2017.5.27,2279.82,-0.038090376
2017.5.28,2192.9808,0.037825183
2017.5.29,2275.9307,0.006190566
2017.5.30,2290.02,-0.001784301
2017.5.31,2285.933914,0.049567818
2017.6.1,2399.242671,0.004454459
2017.6.2,2409.93,0.048065777
2017.6.3,2525.765158,-0.003797667
2017.6.4,2516.173143,0.005308401
2017.6.5,2529.53,0.139861436
2017.6.6,2883.313697,-0.075743695
2017.6.7,2664.920863,0.006795375
2017.6.8,2683.03,0.053842596
2017.6.9,2827.4913,0.006324178
2017.6.10,2845.372857,0.018717105
2017.6.11,2898.63,-0.08312718
2017.6.12,2657.675063,0.034056091
2017.6.13,2748.185086,-0.015350162
2017.6.14,2706,-0.0973835
2017.6.15,2442.48025,0.009203581
2017.6.16,2464.959814,0.005265881
2017.6.17,2477.94,0.01188457
2017.6.18,2507.389252,0.043798948
2017.6.19,2617.210263,-0.006575804
2017.6.20,2600,0.027324327
2017.6.21,2671.04325,0.021057227
2017.6.22,2727.288013,-0.00506291
2017.6.23,2713.48,-0.045813904
2017.6.24,2589.164888,-0.029661534
2017.6.25,2512.366286,-0.004114164
2017.6.26,2502.03,0.006344094
2017.6.27,2517.903114,0.026786603
2017.6.28,2585.349186,-0.010462488
2017.6.29,2558.3,-0.031528212
2017.6.30,2477.641375,0.009504995
2017.7.1,2501.191343,-0.031957308
2017.7.2,2421.26,0.057806856
2017.7.3,2561.225429,0.015033588
2017.7.4,2599.729838,-0.000323048
2017.7.5,2598.89,0.004262493
2017.7.6,2609.96775,-0.045504982
2017.7.7,2491.201214,0.004679986
2017.7.8,2502.86,0.013336318
2017.7.9,2536.238938,-0.06705551
2017.7.10,2366.170143,-0.016516202
2017.7.11,2327.09,0.025206834
2017.7.12,2385.748571,-0.012979219
2017.7.13,2354.783417,-0.006919285
2017.7.14,2338.49,-0.119519177
2017.7.15,2058.9956,-0.062060016
2017.7.16,1931.2143,-0.010487857
2017.7.17,1910.96,0.214113456
2017.7.18,2320.12225,-0.023859325
2017.7.19,2264.7657,0.000196179
2017.7.20,2265.21,0.184082431
2017.7.21,2682.195363,0.04675815
2017.7.22,2807.609857,0.006375581
2017.7.23,2825.51,-0.026079883
2017.7.24,2751.821029,-0.069344303
2017.7.25,2560.997917,0.001289374
2017.7.26,2564.3,0.032494248
2017.7.27,2647.625,0.050615772
2017.7.28,2781.636583,0.00113725
2017.7.29,2784.8,-0.013948787
2017.7.30,2745.955417,0.043874074
2017.7.31,2866.431667,-0.001232078
2017.8.1,2862.9,-0.059123971
2017.8.2,2693.633983,0.037304153
2017.8.3,2794.117717,-0.001473709
2017.8.4,2790,0.153446243
2017.8.5,3218.115017,0.010704253
2017.8.6,3252.562533,-0.013024356
2017.8.7,3210.2,0.076996553
2017.8.8,3457.374333,-0.028937571
2017.8.9,3357.326317,-0.005077349
2017.8.10,3340.28,0.08748568
2017.8.11,3632.506667,0.060645793
2017.8.12,3852.802914,0.00407939
2017.8.13,3868.52,0.107139681
2017.8.14,4282.992,-0.015401306
2017.8.15,4217.028329,-0.008787783
2017.8.16,4179.97,0.035587748
2017.8.17,4328.725717,-0.045806933
2017.8.18,4130.440067,-0.006229377
2017.8.19,4104.71,0.012972423
2017.8.20,4157.958033,-0.027474071
2017.8.21,4043.722,-0.01420523
2017.8.22,3986.28,0.047329841
2017.8.23,4174.95,0.039609269
2017.8.24,4340.316717,-0.001969146
2017.8.25,4331.77,0.006635467
2017.8.26,4360.513317,-0.001422994
2017.8.27,4354.308333,-0.003504192
2017.8.28,4339.05,0.061980261
2017.8.29,4607.98545,-0.002820669
2017.8.30,4594.98785,-0.002713359
2017.8.31,4582.52,0.071842571
2017.9.1,4911.740017,-0.067461335
2017.9.2,4580.38748,0.001131459
2017.9.3,4585.57,-0.052659033
2017.9.4,4344.098317,0.033291563
2017.9.5,4488.72014,-0.023102385
2017.9.6,4385.02,0.061490826
2017.9.7,4654.6585,-0.073884758
2017.9.8,4310.750183,0.000350245
2017.9.9,4312.26,0.004103417
2017.9.10,4329.955,-0.018906659
2017.9.11,4248.090017,-0.011652299
2017.9.12,4198.59,-0.056523436
2017.9.13,3961.271267,-0.161978623
2017.9.14,3319.63,-0.031087802
2017.9.15,3216.43,0.170125276
2017.9.16,3763.62604,-0.00466711
2017.9.17,3746.060783,-0.018027146
2017.9.18,3678.53,0.072007931
2017.9.19,3943.413333,0.008659588
2017.9.20,3977.561667,-0.020887587
2017.9.21,3894.48,-0.065985048
2017.9.22,3637.50255,0.038181238
2017.9.23,3776.3869,0.000326529
2017.9.24,3777.62,0.043661088
2017.9.25,3942.555,-0.00817937
2017.9.26,3910.307383,-0.007494905
2017.9.27,3881,0.08270782
2017.9.28,4201.98905,-0.002002476
2017.9.29,4193.574667,-0.006987992
2017.9.30,4164.27,0.047175848
2017.10.1,4360.722967,0.005999185
2017.10.2,4386.88375,0.001638122
2017.10.3,4394.07,-0.03843703
2017.10.4,4225.175,0.026904684
2017.10.5,4338.852,-0.004672204
2017.10.6,4318.58,0.013340419
2017.10.7,4376.191667,0.051663463
2017.10.8,4602.280883,0.000734227
2017.10.9,4605.66,0.038348467
2017.10.10,4782.28,0.007779922
2017.10.11,4819.485767,0.000556954
2017.10.12,4822.17,0.153797267
2017.10.13,5563.806567,0.031566907
2017.10.14,5739.438733,0.015080093
2017.10.15,5825.99,-0.019702082
2017.10.16,5711.205867,-0.018821406
2017.10.17,5603.71294,-0.001615525
2017.10.18,5594.66,0.023767932
2017.10.19,5727.6335,0.043966909
2017.10.20,5979.45984,0.001167356
2017.10.21,5986.44,-0.000543804
2017.10.22,5983.18455,-0.017900949
2017.10.23,5876.079867,0.004171171
2017.10.24,5900.59,-0.039143114
2017.10.25,5669.622533,0.039423415
2017.10.26,5893.138417,-0.000563098
2017.10.27,5889.82,-0.019206538
2017.10.28,5776.69695,0.065562911
2017.10.29,6155.43402,-0.003077609
2017.10.30,6136.49,0.041091107
2017.10.31,6388.645167,0.043305194
2017.11.1,6665.306683,0.01300365
2017.11.2,6751.98,0.0660162
2017.11.3,7197.72006,0.033319337
2017.11.4,7437.543317,-0.009620558
2017.11.5,7365.99,-0.051170085
2017.11.6,6989.071667,0.014745244
2017.11.7,7092.127233,0.005148352
2017.11.8,7128.64,0.004123796
2017.11.9,7158.03706,-0.061279259
2017.11.10,6719.39785,-0.022349897
2017.11.11,6569.22,-0.129835569
2017.11.12,5716.301583,0.145885576
2017.11.13,6550.227533,-0.008640545
2017.11.14,6493.63,0.124398822
2017.11.15,7301.42992,0.070342493
2017.11.16,7815.0307,0.006876403
2017.11.17,7868.77,-0.006561333
2017.11.18,7817.140383,0.024371276
2017.11.19,8007.654067,0.005253216
2017.11.20,8049.72,0.001252217
2017.11.21,8059.8,0.025836249
2017.11.22,8268.035,-0.003787478
2017.11.23,8236.72,0.001731069
2017.11.24,8250.978333,0.055318159
2017.11.25,8707.407267,0.007050633
2017.11.26,8768.8,0.10828107
2017.11.27,9718.29505,0.024100294
2017.11.28,9952.50882,-0.003366872
2017.11.29,9919,0.023023692
2017.11.30,10147.372,0.07258431
2017.12.1,10883.912,-0.000370455
2017.12.2,10879.88,0.041612775
2017.12.3,11332.622,0.022255044
2017.12.4,11584.83,0.000551583
2017.12.5,11591.22,0.168210076
2017.12.6,13540.98,0.218668935
2017.12.7,16501.97167,0.021749421
2017.12.8,16860.88,-0.101895384
2017.12.9,15142.83415,-0.018030254
2017.12.10,14869.805,0.013392576
2017.12.11,15068.95,0.146489525
2017.12.12,17276.39333,-0.02709053
2017.12.13,16808.36667,-0.033082136
2017.12.14,16252.31,0.093499939
2017.12.15,17771.9,0.097163687
2017.12.16,19498.68333,-0.011220416
2017.12.17,19279.9,-0.016496109
2017.12.18,18961.85667,-0.06458993
2017.12.19,17737.11167,-0.019967832
2017.12.20,17382.94,-0.076824174
2017.12.21,16047.51,-0.053376817
2017.12.22,15190.945,-0.093103819
2017.12.23,13776.61,0.012525941
2017.12.24,13949.175,0.012176586
2017.12.25,14119.02833,-0.026778637
2017.12.26,13740.94,0.134516392
2017.12.27,15589.32167,-0.077536408
2017.12.28,14380.58167,-0.011583097
2017.12.29,14214.01,-0.070243091
2017.12.30,13215.574,0.071884959
2017.12.31,14165.575,-0.026089657
2018.1.1,13796,0.087696192
2018.1.2,15005.85667,0.0031591
2018.1.3,15053.26167,-0.000931471
2018.1.4,15039.24,0.141953982
2018.1.5,17174.12,0.008447478
2018.1.6,17319.198,-0.009425841
2018.1.7,17155.95,-0.110168386
2018.1.8,15265.90667,-0.036136297
2018.1.9,14714.25333,-0.018813957
2018.1.10,14437.42,-0.079004836
2018.1.11,13296.794,0.046333575
2018.1.12,13912.882,-0.008746714
2018.1.13,13791.19,0.004476046
2018.1.14,13852.92,0.011497648
2018.1.15,14012.196,-0.032689808
2018.1.16,13554.14,-0.179811728
2018.1.17,11116.94667,0.020552105
2018.1.18,11345.42333,-0.015037194
2018.1.19,11174.82,0.158926348
2018.1.20,12950.79333,-0.111619828
2018.1.21,11505.228,0.000712024
2018.1.22,11513.42,-0.025218918
2018.1.23,11223.064,0.005274347
2018.1.24,11282.25833,0.009729583
2018.1.25,11392.03,-0.037062315
2018.1.26,10969.815,0.050589884
2018.1.27,11524.77667,-0.008104857
2018.1.28,11431.37,-0.019132877
2018.1.29,11212.655,-0.091735038
2018.1.30,10184.06167,-0.009970646
2018.1.31,10082.52,-0.099108325
2018.2.1,9083.258333,-0.019966036
2018.2.2,8901.901667,-0.005523726
2018.2.3,8852.73,-0.051066921
2018.2.4,8400.648333,-0.185917992
2018.2.5,6838.816667,0.012669346
2018.2.6,6925.46,0.169591382
2018.2.7,8099.958333,0.017355439
2018.2.8,8240.536667,0.000551339
2018.2.9,8245.08,0.00907166
2018.2.10,8319.876566,0.002833988
2018.2.11,8343.455,-0.033012103
2018.2.12,8068.02,0.065660162
2018.2.13,8597.7675,0.085704322
2018.2.14,9334.633333,0.014677241
2018.2.15,9471.64,0.069208888
2018.2.16,10127.16167,0.070585424
2018.2.17,10841.99167,0.022490179
2018.2.18,11085.83,0.002267309
2018.2.19,11110.965,0.025148731
2018.2.20,11390.39167,-0.012678376
2018.2.21,11245.98,-0.116922521
2018.2.22,9931.071667,0.023264861
2018.2.23,10162.11667,0.000903683
2018.2.24,10171.3,-0.046671189
2018.2.25,9696.593333,0.067241141
2018.2.26,10348.60333,-0.002816161
2018.2.27,10319.46,0.004913532
2018.2.28,10370.165,0.061639971
2018.3.1,11009.38167,-0.007108634
2018.3.2,10931.12,0.036211141
2018.3.3,11326.94833,0.009113959
2018.3.4,11430.18167,0.007580661
2018.3.5,11516.83,-0.065437422
2018.3.6,10763.19833,-0.059939463
2018.3.7,10118.058,-0.019529242
2018.3.8,9920.46,-0.083784589
2018.3.9,9089.278333,-0.037767171
2018.3.10,8746.002,0.003586553
2018.3.11,8777.37,0.046195311
2018.3.12,9182.843333,-0.003064773
2018.3.13,9154.7,-0.000126711
2018.3.14,9153.54,-0.086897346
2018.3.15,8358.121667,0.020612327
2018.3.16,8530.402,-0.027256863
2018.3.17,8297.89,-0.015241827
2018.3.18,8171.415,0.029446348
2018.3.19,8412.033333,0.023015442
2018.3.20,8605.64,0.039754549
2018.3.21,8947.753333,-0.028760851
2018.3.22,8690.408333,0.004023018
2018.3.23,8725.37,-0.007219369
2018.3.24,8662.378333,-0.005204306
2018.3.25,8617.296667,-0.018490331
2018.3.26,8457.96,-0.068783134
2018.3.27,7876.195,0.010688537
2018.3.28,7960.38,-0.001227328
2018.3.29,7950.61,-0.134339168
2018.3.30,6882.531667,0.007693148
2018.3.31,6935.48,0.000299907
2018.4.1,6937.56,0.014167565
2018.4.2,7035.848333,0.05323973
2018.4.3,7410.435,0.00216519
2018.4.4,7426.48,-0.080787937
2018.4.5,6826.51,-0.032613053
2018.4.6,6603.876667,0.004664432
2018.4.7,6634.68,0.057723457
2018.4.8,7017.656667,-0.045368896
2018.4.9,6699.273333,0.012708344
2018.4.10,6784.41,0.020909212
2018.4.11,6926.266667,0.133055566
2018.4.12,7847.845,0.011928752
2018.4.13,7941.46,0.011968964
2018.4.14,8036.511051,0.037856886
2018.4.15,8340.748333,0.003279282
2018.4.16,8368.1,-0.056486308
2018.4.17,7895.416926,0.034136323
2018.4.18,8164.937426,0.001349989
2018.4.19,8175.96,0.082774174
2018.4.20,8852.718333,-0.00514117
2018.4.21,8807.205,0.014010688
2018.4.22,8930.6,0.000365224
2018.4.23,8933.861667,0.069586967
2018.4.24,9555.542,0.010733876
2018.4.25,9658.11,-0.041386117
2018.4.26,9258.398333,-0.026794951
2018.4.27,9010.32,-0.009075149
2018.4.28,8928.55,0.045442056
2018.4.29,9334.281667,-0.008004008
2018.4.30,9259.57,-0.002162087
2018.5.1,9239.55,-0.001961567
2018.5.2,9221.426,0.045312117
