data,bitebi,gold
2016.9.12,-462.9437294,1326.457708
2016.9.13,-499.4773768,1324.85729
2016.9.14,-480.0632297,1322.919793
2016.9.15,-520.5999017,1320.588886
2016.9.16,-499.4758447,1318.432368
2016.9.17,-532.1223806,1318.432368
2016.9.18,-451.4005357,1318.432368
2016.9.19,-467.3610662,1310.750284
2016.9.20,-515.25185,1308.282567
2016.9.21,-513.3421956,1305.592884
2016.9.22,-576.9609984,1302.640495
2016.9.23,-583.7474633,1300.006283
2016.9.24,-648.2248159,1300.006283
2016.9.25,-602.2124955,1300.006283
2016.9.26,-654.6155475,1291.84137
2016.9.27,-739.4645915,1289.542881
2016.9.28,-773.7750211,1287.186037
2016.9.29,-871.6213937,1284.724325
2016.9.30,-909.4247082,1282.72975
2016.10.1,-1000.561952,1282.72975
2016.10.2,-975.8123818,1282.72975
2016.10.3,-1043.178267,1277.246787
2016.10.4,-1135.952546,1276.041191
2016.10.5,-1170.601237,1274.844328
2016.10.6,-1260.855843,1273.588343
2016.10.7,-1283.012911,1272.823253
2016.10.8,-1350.549703,1272.823253
2016.10.9,-1294.570233,1272.823253
2016.10.10,-1323.619343,1270.951252
2016.10.11,-1371.737425,1270.85321
2016.10.12,-1356.323924,1270.683709
2016.10.13,-1392.205389,1270.358183
2016.10.14,-1356.905863,1270.412078
2016.10.15,-1365.229381,1270.412078
2016.10.16,-1249.669766,1270.412078
2016.10.17,-1220.186386,1270.219328
2016.10.18,-1212.219588,1270.398747
2016.10.19,-1144.515056,1270.360845
2016.10.20,-1133.153988,1270.022261
2016.10.21,-1056.787971,1269.922186
2016.10.22,-1031.189378,1269.922186
2016.10.23,-889.6333914,1269.922186
2016.10.24,-842.6511717,1268.493652
2016.10.25,-826.0285341,1268.036716
2016.10.26,-758.6199222,1267.270839
2016.10.27,-756.3748847,1266.126639
2016.10.28,-697.5760868,1265.157918
2016.10.29,-697.3996141,1265.157918
2016.10.30,-588.3134176,1265.157918
2016.10.31,-579.8529752,1260.893843
2016.11.1,-606.6479033,1259.463429
2016.11.2,-586.268515,1257.732442
2016.11.3,-633.2886056,1255.643571
2016.11.4,-624.5624496,1253.761475
2016.11.5,-673.8256414,1253.761475
2016.11.6,-612.1344475,1253.761475
2016.11.7,-647.6815499,1247.0332
2016.11.8,-713.8607355,1244.895575
2016.11.9,-727.1484018,1242.522015
2016.11.10,-801.1971263,1239.857722
2016.11.11,-812.1383344,1237.468666
2016.11.12,-873.2029759,1237.468666
2016.11.13,-815.1742175,1237.468666
2016.11.14,-846.2096382,1229.62853
2016.11.15,-899.905264,1227.252276
2016.11.16,-893.1693037,1224.702665
2016.11.17,-940.3010361,1221.922488
2016.11.18,-918.2723223,1219.475305
2016.11.19,-941.3212108,1219.475305
2016.11.20,-841.3724867,1219.475305
2016.11.21,-827.8235723,1211.786372
2016.11.22,-835.5692007,1209.563906
2016.11.23,-782.8339052,1207.218407
2016.11.24,-785.2090164,1204.692644
2016.11.25,-720.8929203,1202.550685
2016.11.26,-705.2453067,1202.550685
2016.11.27,-571.1714824,1202.550685
2016.11.28,-528.8762938,1196.094112
2016.11.29,-513.8620991,1194.393554
2016.11.30,-444.7407052,1192.628686
2016.12.1,-437.2566551,1190.744094
2016.12.2,-369.521114,1189.305392
2016.12.3,-356.5673648,1189.305392
2016.12.4,-230.7440392,1189.305392
2016.12.5,-201.4854511,1185.338966
2016.12.6,-203.3330687,1184.594252
2016.12.7,-153.7774142,1183.845332
2016.12.8,-167.3169518,1183.033504
2016.12.9,-120.7322028,1182.719907
2016.12.10,-127.684938,1182.719907
2016.12.11,-19.1572916,1182.719907
2016.12.12,-3.268797681,1182.379673
2016.12.13,-13.34397223,1182.900225
2016.12.14,34.20168577,1183.428482
2016.12.15,25.76209369,1183.894464
2016.12.16,85.23044669,1184.847251
2016.12.17,99.36987581,1184.847251
2016.12.18,237.3510889,1184.847251
2016.12.19,290.9198379,1188.109412
2016.12.20,326.3222222,1189.721396
2016.12.21,426.42035,1191.264811
2016.12.22,476.603327,1192.657414
2016.12.23,599.4965218,1194.436824
2016.12.24,680.3600778,1194.436824
2016.12.25,886.6622355,1194.436824
2016.12.26,1008.289455,1194.436824
2016.12.27,1109.52027,1194.436824
2016.12.28,1271.194144,1194.436824
2016.12.29,1376.678867,1203.170468
2016.12.30,1546.637917,1204.621053
2016.12.31,1664.48714,1206.317826
2017.1.1,1896.024668,1206.317826
2017.1.2,2029.694443,1206.317826
2017.1.3,2128.608702,1206.317826
2017.1.4,2272.759236,1206.317826
2017.1.5,2345.019643,1211.634185
2017.1.6,2465.938878,1212.652863
2017.1.7,2519.214533,1213.278274
2017.1.8,2671.329125,1214.059997
2017.1.9,2711.809356,1214.059997
2017.1.10,2705.233607,1214.059997
2017.1.11,2733.417662,1214.895869
2017.1.12,2681.381372,1216.027775
2017.1.13,2672.097303,1216.826899
2017.1.14,2591.910837,1217.235921
2017.1.15,2610.116274,1217.820577
2017.1.16,2519.150337,1217.820577
2017.1.17,2386.530022,1217.820577
2017.1.18,2296.966521,1218.333075
2017.1.19,2138.259788,1218.570286
2017.1.20,2035.976667,1218.56172
2017.1.21,1878.803922,1218.259408
2017.1.22,1838.062473,1218.236621
2017.1.23,1707.845958,1218.236621
2017.1.24,1556.912032,1218.236621
2017.1.25,1470.759449,1217.596167
2017.1.26,1337.496565,1217.677308
2017.1.27,1282.504952,1217.624199
2017.1.28,1193.789963,1217.384278
2017.1.29,1241.504739,1217.524314
2017.1.30,1218.110629,1217.524314
2017.1.31,1190.301991,1217.524314
2017.2.1,1241.12766,1217.883861
2017.2.2,1255.913663,1218.430993
2017.2.3,1356.989582,1218.888214
2017.2.4,1429.108859,1219.188411
2017.2.5,1639.047796,1219.883235
2017.2.6,1775.844382,1219.883235
2017.2.7,1902.802921,1219.883235
2017.2.8,2099.694761,1221.841105
2017.2.9,2248.757695,1222.848547
2017.2.10,2469.494505,1223.706007
2017.2.11,2644.159112,1224.333437
2017.2.12,2937.413435,1225.270806
2017.2.13,3136.614623,1225.270806
2017.2.14,3303.85743,1225.270806
2017.2.15,3518.201089,1227.354612
2017.2.16,3661.682623,1228.181293
2017.2.17,3854.116739,1228.740559
2017.2.18,3978.570779,1228.951959
2017.2.19,4200.998161,1229.357305
2017.2.20,4310.490602,1229.357305
2017.2.21,4371.274858,1229.357305
2017.2.22,4464.884535,1229.201248
2017.2.23,4476.110372,1229.095024
2017.2.24,4527.730783,1228.647529
2017.2.25,4505.912956,1227.792661
2017.2.26,4579.769846,1227.088169
2017.2.27,4541.535339,1227.088169
2017.2.28,4458.485288,1227.088169
2017.3.1,4415.036901,1223.519239
2017.3.2,4298.631731,1222.311264
2017.3.3,4234.40571,1220.812863
2017.3.4,4110.538033,1218.977643
2017.3.5,4097.765483,1217.382557
2017.3.6,3989.52547,1217.382557
2017.3.7,3892.385563,1217.382557
2017.3.8,3852.545608,1211.857784
2017.3.9,3757.311353,1209.860086
2017.3.10,3731.249245,1207.738536
2017.3.11,3661.560444,1205.456126
2017.3.12,3717.630501,1203.596613
2017.3.13,3691.216903,1203.596613
2017.3.14,3648.401566,1203.596613
2017.3.15,3671.739709,1198.400809
2017.3.16,3646.208744,1197.308908
2017.3.17,3693.958691,1196.26634
2017.3.18,3699.753553,1195.225196
2017.3.19,3830.587609,1194.755494
2017.3.20,3875.937043,1194.755494
2017.3.21,3899.7723,1194.755494
2017.3.22,3982.761012,1194.444582
2017.3.23,4008.263757,1195.14987
2017.3.24,4097.122972,1195.949773
2017.3.25,4133.133512,1196.771056
2017.3.26,4282.678155,1198.157774
2017.3.27,4334.988064,1198.157774
2017.3.28,4354.153507,1198.157774
2017.3.29,4421.314858,1203.120333
2017.3.30,4420.636617,1205.401444
2017.3.31,4474.0655,1207.647639
2017.4.1,4466.762067,1209.765373
2017.4.2,4566.690383,1212.280812
2017.4.3,4564.82709,1212.280812
2017.4.4,4527.116696,1212.280812
2017.4.5,4536.604718,1219.487455
2017.4.6,4479.353056,1222.10686
2017.4.7,4479.140331,1224.480677
2017.4.8,4422.838251,1226.517295
2017.4.9,4479.950055,1228.748426
2017.4.10,4442.773792,1228.748426
2017.4.11,4378.318523,1228.748426
2017.4.12,4370.40608,1233.990122
2017.4.13,4305.563614,1235.635346
2017.4.14,4307.710224,1236.907987
2017.4.15,4263.52905,1237.739345
2017.4.16,4342.01093,1237.739345
2017.4.17,4334.63217,1237.739345
2017.4.18,4307.294039,1237.739345
2017.4.19,4342.455924,1237.739345
2017.4.20,4325.06645,1240.159156
2017.4.21,4377.294737,1240.14057
2017.4.22,4383.951904,1239.755178
2017.4.23,4512.087532,1239.581378
2017.4.24,4551.222152,1239.581378
2017.4.25,4565.341857,1239.581378
2017.4.26,4635.085462,1238.156436
2017.4.27,4643.727035,1237.897822
2017.4.28,4711.9546,1237.484525
2017.4.29,4723.333846,1236.87622
2017.4.30,4843.940441,1236.652237
2017.5.1,4862.621096,1236.652237
2017.5.2,4843.008737,1236.652237
2017.5.3,4865.721733,1236.652237
2017.5.4,4823.69782,1236.395236
2017.5.5,4828.922981,1236.693141
2017.5.6,4765.925379,1236.907554
2017.5.7,4802.037313,1237.372072
2017.5.8,4727.626545,1237.372072
2017.5.9,4608.07507,1237.372072
2017.5.10,4525.936293,1239.203867
2017.5.11,4366.874313,1240.375313
2017.5.12,4254.387329,1241.505718
2017.5.13,4075.205557,1242.516886
2017.5.14,3998.849014,1243.949585
2017.5.15,3817.807356,1243.949585
2017.5.16,3599.469252,1243.949585
2017.5.17,3428.233487,1248.182554
2017.5.18,3191.406625,1249.940345
2017.5.19,3013.890236,1251.533072
2017.5.20,2783.548897,1252.876314
2017.5.21,2670.744995,1254.507337
2017.5.22,2468.502949,1254.507337
2017.5.23,2244.43061,1254.507337
2017.5.24,2082.830076,1258.537765
2017.5.25,1870.602604,1259.976298
2017.5.26,1731.950269,1261.13648
2017.5.27,1553.765085,1261.944232
2017.5.28,1505.190903,1262.948613
2017.5.29,1377.819898,1262.948613
2017.5.30,1237.650472,1262.948613
2017.5.31,1167.237773,1262.948613
2017.6.1,1051.640455,1265.267064
2017.6.2,1013.165228,1265.548751
2017.6.3,936.7988019,1265.469173
2017.6.4,989.8115014,1265.590045
2017.6.5,961.9933661,1265.590045
2017.6.6,917.6486365,1265.590045
2017.6.7,937.7790608,1264.808774
2017.6.8,906.0589497,1264.626496
2017.6.9,943.6030169,1264.192285
2017.6.10,934.4162356,1263.450136
2017.6.11,1045.009765,1262.964929
2017.6.12,1064.6437,1262.964929
2017.6.13,1057.322637,1262.964929
2017.6.14,1103.974732,1260.716243
2017.6.15,1088.41754,1260.160145
2017.6.16,1132.112152,1259.406805
2017.6.17,1119.595448,1258.397567
2017.6.18,1218.075178,1257.694385
2017.6.19,1217.649317,1257.694385
2017.6.20,1183.276456,1257.694385
2017.6.21,1196.928628,1255.057297
2017.6.22,1143.530596,1254.451873
2017.6.23,1145.687842,1253.686307
2017.6.24,1089.093685,1252.701125
2017.6.25,1142.100831,1252.058194
2017.6.26,1095.919287,1252.058194
2017.6.27,1016.567788,1252.058194
2017.6.28,987.0104231,1249.829206
2017.6.29,893.0826866,1249.442282
2017.6.30,858.2092464,1248.941079
2017.7.1,768.8038598,1248.269371
2017.7.2,793.8366062,1247.992326
2017.7.3,725.0301784,1247.992326
2017.7.4,628.8120962,1247.992326
2017.7.5,588.4542107,1247.204936
2017.7.6,490.0033413,1247.686499
2017.7.7,457.0049456,1248.116129
2017.7.8,375.9098436,1248.436821
2017.7.9,415.6487664,1249.211633
2017.7.10,367.8360959,1249.211633
2017.7.11,298.7293209,1249.211633
2017.7.12,291.3752889,1251.893297
2017.7.13,231.5468647,1253.347377
2017.7.14,242.4717334,1254.775822
2017.7.15,210.2432744,1256.110567
2017.7.16,303.3982542,1257.902399
2017.7.17,313.1227533,1257.902399
2017.7.18,305.2129643,1257.902399
2017.7.19,362.2221112,1263.516385
2017.7.20,369.3973225,1265.860081
2017.7.21,449.4084497,1268.109803
2017.7.22,487.7590406,1270.183343
2017.7.23,652.3645052,1272.618161
2017.7.24,733.7591765,1272.618161
2017.7.25,797.0591713,1272.618161
2017.7.26,924.1125356,1279.47228
2017.7.27,999.4406985,1281.97031
2017.7.28,1144.973361,1284.235325
2017.7.29,1245.467096,1286.182957
2017.7.30,1468.092698,1288.351071
2017.7.31,1602.652907,1288.351071
2017.8.1,1713.557255,1288.351071
2017.8.2,1881.985297,1293.603624
2017.8.3,1991.841953,1295.327891
2017.8.4,2164.506723,1296.718764
2017.8.5,2284.266659,1297.706757
2017.8.6,2517.917662,1298.846305
2017.8.7,2654.995286,1298.846305
2017.8.8,2759.761301,1298.846305
2017.8.9,2913.376812,1300.783178
2017.8.10,2999.865227,1301.389857
2017.8.11,3140.866431,1301.689152
2017.8.12,3221.071712,1301.629986
2017.8.13,3407.823745,1301.783994
2017.8.14,3491.342628,1301.783994
2017.8.15,3536.704148,1301.783994
2017.8.16,3626.001099,1301.279523
2017.8.17,3644.291048,1301.281513
2017.8.18,3714.332175,1301.092786
2017.8.19,3721.997041,1300.665214
2017.8.20,3835.849058,1300.570354
2017.8.21,3847.34316,1300.570354
2017.8.22,3822.777477,1300.570354
2017.8.23,3845.42747,1299.990876
2017.8.24,3801.466673,1300.162396
2017.8.25,3814.676348,1300.21949
2017.8.26,3771.834676,1300.098279
2017.8.27,3842.27095,1300.352992
2017.8.28,3818.046931,1300.352992
2017.8.29,3765.892782,1300.352992
2017.8.30,3769.329567,1300.352992
2017.8.31,3714.582845,1301.398247
2017.9.1,3725.290011,1302.291226
2017.9.2,3687.892147,1302.937513
2017.9.3,3771.195907,1303.875908
2017.9.4,3766.567487,1303.875908
2017.9.5,3739.885858,1303.875908
2017.9.6,3773.686845,1305.843729
2017.9.7,3753.102114,1306.58901
2017.9.8,3800.595045,1307.044984
2017.9.9,3801.383559,1307.131764
2017.9.10,3923.034598,1307.392447
2017.9.11,3955.691431,1307.392447
2017.9.12,3964.060072,1307.392447
2017.9.13,4029.585462,1306.706951
2017.9.14,4036.420572,1306.40472
2017.9.15,4106.189558,1305.759457
2017.9.16,4123.434224,1304.710783
2017.9.17,4255.227788,1303.822588
2017.9.18,4291.416566,1303.822588
2017.9.19,4296.615351,1303.822588
2017.9.20,4352.386872,1299.826905
2017.9.21,4343.208312,1298.538639
2017.9.22,4391.226033,1296.999995
2017.9.23,4381.687946,1295.168805
2017.9.24,4482.537859,1293.625122
2017.9.25,4484.632912,1293.625122
2017.9.26,4453.71052,1293.625122
2017.9.27,4472.53598,1288.54865
2017.9.28,4426.834589,1287.221922
2017.9.29,4440.010372,1285.811079
2017.9.30,4398.541884,1284.272241
2017.10.1,4471.540447,1283.180489
2017.10.2,4450.932957,1283.180489
2017.10.3,4403.396711,1283.180489
2017.10.4,4412.478327,1280.321542
2017.10.5,4364.501455,1279.975568
2017.10.6,4383.266138,1279.637633
2017.10.7,4355.430854,1279.243969
2017.10.8,4450.063058,1279.348552
2017.10.9,4458.820638,1279.348552
2017.10.10,4447.891799,1279.348552
2017.10.11,4500.125377,1280.1658
2017.10.12,4500.956009,1281.001324
2017.10.13,4573.126538,1281.788154
2017.10.14,4602.098092,1282.443546
2017.10.15,4755.632875,1283.504267
2017.10.16,4824.011196,1283.504267
2017.10.17,4872.009249,1283.504267
2017.10.18,4981.068579,1286.492993
2017.10.19,5035.260534,1287.785926
2017.10.20,5156.046972,1288.886559
2017.10.21,5227.726538,1289.710005
2017.10.22,5417.050513,1290.793577
2017.10.23,5513.468765,1290.793577
2017.10.24,5581.131497,1290.793577
2017.10.25,5701.076975,1293.022755
2017.10.26,5757.207998,1293.812039
2017.10.27,5871.048352,1294.301304
2017.10.28,5927.2166,1294.4184
2017.10.29,6093.004756,1294.714417
2017.10.30,6158.619069,1294.714417
2017.10.31,6189.160729,1294.714417
2017.11.1,6266.786958,1294.24007
2017.11.2,6276.655979,1294.063962
2017.11.3,6341.657641,1293.579669
2017.11.4,6347.819851,1292.728387
2017.11.5,6463.875933,1292.073555
2017.11.6,6481.45483,1292.073555
2017.11.7,6467.021417,1292.073555
2017.11.8,6503.998907,1288.956953
2017.11.9,6478.677982,1287.998374
2017.11.10,6514.915507,1286.791254
2017.11.11,6499.513927,1285.280956
2017.11.12,6601.767274,1284.033746
2017.11.13,6613.636356,1284.033746
2017.11.14,6601.680868,1284.033746
2017.11.15,6649.180668,1279.550526
2017.11.16,6642.050906,1278.271977
2017.11.17,6703.553725,1276.810223
2017.11.18,6719.697254,1275.108451
2017.11.19,6858.80726,1273.730545
2017.11.20,6911.733305,1273.730545
2017.11.21,6943.81621,1273.730545
2017.11.22,7037.048023,1269.19638
2017.11.23,7076.028055,1268.007859
2017.11.24,7182.716412,1266.687244
2017.11.25,7241.874531,1265.177027
2017.11.26,7420.676778,1264.040931
2017.11.27,7508.953733,1264.040931
2017.11.28,7571.192788,1264.040931
2017.11.29,7688.726241,1260.539939
2017.11.30,7745.709476,1259.80264
2017.12.1,7863.889982,1258.989554
2017.12.2,7928.056123,1258.045109
2017.12.3,8105.649416,1257.534891
2017.12.4,8187.000798,1257.534891
2017.12.5,8237.316666,1257.534891
2017.12.6,8338.845186,1256.286291
2017.12.7,8376.826062,1256.426771
2017.12.8,8474.225273,1256.554122
2017.12.9,8517.144669,1256.610862
2017.12.10,8674.391299,1257.159577
2017.12.11,8737.668222,1257.159577
2017.12.12,8773.513915,1257.159577
2017.12.13,8865.42219,1259.386407
2017.12.14,8899.747228,1260.762828
2017.12.15,9000.396632,1262.15081
2017.12.16,9054.20371,1263.482773
2017.12.17,9230.465081,1265.310242
2017.12.18,9321.106428,1265.310242
2017.12.19,9392.604408,1265.310242
2017.12.20,9528.097307,1271.272732
2017.12.21,9613.289521,1273.817854
2017.12.22,9771.152967,1276.314349
2017.12.23,9887.31659,1278.681715
2017.12.24,10080.11377,1281.459049
2017.12.25,10189.32984,1281.459049
2017.12.26,10279.61703,1281.459049
2017.12.27,10432.16829,1281.459049
2017.12.28,10530.67397,1281.459049
2017.12.29,10696.07892,1281.459049
2017.12.30,10812.02986,1295.559242
2017.12.31,11044.49708,1298.159483
2018.1.1,11182.03109,1301.02996
2018.1.2,11287.77994,1301.02996
2018.1.3,11441.697,1301.02996
2018.1.4,11526.54169,1301.02996
2018.1.5,11662.6735,1301.02996
2018.1.6,11733.52776,1311.250141
2018.1.7,11905.25642,1313.536503
2018.1.8,11966.99372,1315.44121
2018.1.9,11982.87185,1317.510978
2018.1.10,12034.21646,1317.510978
2018.1.11,12005.52447,1317.510978
2018.1.12,12019.2249,1322.233538
2018.1.13,11961.11205,1323.736624
2018.1.14,11999.93501,1324.900749
2018.1.15,11927.60477,1325.66584
2018.1.16,11811.14539,1326.595066
2018.1.17,11734.82067,1326.595066
2018.1.18,11586.0405,1326.595066
2018.1.19,11490.04957,1328.050303
2018.1.20,11335.28933,1328.565588
2018.1.21,11292.91953,1328.814924
2018.1.22,11156.96191,1328.749631
2018.1.23,10996.1946,1328.942654
2018.1.24,10896.22996,1328.942654
2018.1.25,10745.38161,1328.942654
2018.1.26,10669.32424,1328.824807
2018.1.27,10556.43817,1329.041216
2018.1.28,10577.32532,1329.106117
2018.1.29,10524.95968,1328.968753
2018.1.30,10466.6005,1329.19797
2018.1.31,10485.90086,1329.19797
2018.2.1,10468.81639,1329.19797
2018.2.2,10538.31698,1329.768949
2018.2.3,10579.79209,1330.376718
2018.2.4,10760.63485,1330.89434
2018.2.5,10870.46637,1331.257558
2018.2.6,10973.12674,1332.020845
2018.2.7,11148.86316,1332.020845
2018.2.8,11280.3183,1332.020845
2018.2.9,11487.31954,1334.243399
2018.2.10,11652.35772,1335.366859
2018.2.11,11940.23887,1336.357664
2018.2.12,12138.36851,1337.137395
2018.2.13,12308.79352,1338.247314
2018.2.14,12530.43082,1338.247314
2018.2.15,12685.08481,1338.247314
2018.2.16,12892.25364,1340.977617
2018.2.17,13034.61247,1342.063209
2018.2.18,13277.65711,1342.90229
2018.2.19,13409.96789,1343.41331
2018.2.20,13495.21938,1344.136574
2018.2.21,13614.36595,1344.136574
2018.2.22,13651.60643,1344.136574
2018.2.23,13729.12911,1345.023318
2018.2.24,13732.52715,1345.285763
2018.2.25,13830.36926,1344.410117
2018.2.26,13814.38764,1343.129239
2018.2.27,13751.41054,1341.997355
2018.2.28,13725.47165,1341.997355
2018.3.1,13623.7013,1341.997355
2018.3.2,13571.00277,1337.101561
2018.3.3,13455.40531,1335.424299
2018.3.4,13447.5804,1333.437296
2018.3.5,13340.98454,1331.090942
2018.3.6,13203.757,1328.959241
2018.3.7,13120.80543,1328.959241
2018.3.8,12979.68497,1328.959241
2018.3.9,12905.27418,1321.647457
2018.3.10,12785.13928,1319.417378
2018.3.11,12789.07294,1317.029107
2018.3.12,12709.26989,1314.445331
2018.3.13,12612.26701,1312.250058
2018.3.14,12581.0795,1312.250058
2018.3.15,12501.13713,1312.250058
2018.3.16,12495.02257,1305.851519
2018.3.17,12447.90136,1304.299943
2018.3.18,12527.12787,1302.772814
2018.3.19,12522.48797,1301.225633
2018.3.20,12498.20392,1300.232233
2018.3.21,12535.13168,1300.232233
2018.3.22,12516.75276,1300.232233
2018.3.23,12563.96137,1298.287251
2018.3.24,12560.53502,1298.4423
2018.3.25,12672.77214,1298.697196
2018.3.26,12689.75644,1298.983505
2018.3.27,12675.37329,1299.849961
2018.3.28,12710.50797,1299.849961
2018.3.29,12679.02819,1299.849961
2018.3.30,12702.55182,1303.383213
2018.3.31,12665.88892,1305.244367
2018.4.1,12736.64231,1307.104048
2018.4.2,12705.42772,1308.871023
2018.4.3,12637.84002,1308.871023
2018.4.4,12616.5969,1308.871023
2018.4.5,12527.46398,1308.871023
2018.4.6,12493.96395,1308.871023
2018.4.7,12402.76043,1320.03205
2018.4.8,12423.20259,1322.282569
2018.4.9,12347.49284,1324.229794
2018.4.10,12242.60586,1326.402627
2018.4.11,12192.39135,1326.402627
2018.4.12,12083.46579,1326.402627
2018.4.13,12039.89653,1331.620299
2018.4.14,11948.56966,1333.293857
2018.4.15,11978.72789,1334.605291
2018.4.16,11922.14122,1335.481014
2018.4.17,11845.03804,1336.472363
2018.4.18,11830.22914,1336.472363
2018.4.19,11763.02888,1336.472363
2018.4.20,11765.97612,1337.733437
2018.4.21,11724.24537,1338.037754
2018.4.22,11805.23299,1337.998704
2018.4.23,11798.77994,1337.568261
