data,bitebi,gold
2019.12.9,7331.56775,1477.523533
2019.12.10,7310.380256,1477.608503
2019.12.11,7342.571417,1477.603358
2019.12.12,7314.234637,1478.072714
2019.12.13,7349.110175,1478.072714
2019.12.14,7333.966291,1478.072714
2019.12.15,7438.142808,1479.983805
2019.12.16,7453.719674,1481.240326
2019.12.17,7447.438377,1482.507664
2019.12.18,7502.808753,1483.722665
2019.12.19,7506.006297,1485.441503
2019.12.20,7580.563214,1485.441503
2019.12.21,7612.744623,1485.441503
2019.12.22,7771.096008,1491.176382
2019.12.23,7846.624594,1493.694475
2019.12.24,7904.742324,1496.196079
2019.12.25,8027.402543,1498.604939
2019.12.26,8099.034821,1501.464022
2019.12.27,8241.280248,1501.464022
2019.12.28,8338.417469,1501.464022
2019.12.29,8556.964277,1510.169255
2019.12.30,8685.915958,1513.487295
2019.12.31,8788.746543,1513.487295
2020.1.1,8945.603419,1513.487295
2020.1.2,9039.298098,1513.487295
2020.1.3,9190.093868,1522.945809
2020.1.4,9281.179032,1522.945809
2020.1.5,9478.309131,1522.945809
2020.1.6,9570.078086,1532.138857
2020.1.7,9619.943304,1535.339269
2020.1.8,9708.434391,1535.339269
2020.1.9,9719.147659,1535.339269
2020.1.10,9773.526823,1540.855981
2020.1.11,9756.31859,1543.632938
2020.1.12,9835.186775,1543.632938
2020.1.13,9800.945443,1543.632938
2020.1.14,9719.536939,1550.588691
2020.1.15,9674.185545,1552.85368
2020.1.16,9551.330259,1554.778401
2020.1.17,9475.338612,1556.296834
2020.1.18,9333.891899,1557.966399
2020.1.19,9297.527246,1557.966399
2020.1.20,9159.798871,1557.966399
2020.1.21,8989.18629,1561.51215
2020.1.22,8871.182031,1562.665538
2020.1.23,8694.164136,1563.517383
2020.1.24,8584.056991,1564.016239
2020.1.25,8429.672323,1564.732991
2020.1.26,8402.217036,1564.732991
2020.1.27,8295.431227,1564.732991
2020.1.28,8177.484858,1565.934425
2020.1.29,8133.066062,1566.507297
2020.1.30,8049.26646,1566.889223
2020.1.31,8050.266816,1567.031847
2020.2.1,8022.71434,1567.739011
2020.2.2,8135.277472,1567.739011
2020.2.3,8178.840382,1567.739011
2020.2.4,8218.464291,1569.579264
2020.2.5,8335.546988,1570.570771
2020.2.6,8413.784187,1571.461127
2020.2.7,8573.934121,1572.191641
2020.2.8,8699.274724,1573.322469
2020.2.9,8955.237218,1573.322469
2020.2.10,9129.676348,1573.322469
2020.2.11,9284.902463,1576.705507
2020.2.12,9499.905042,1578.253068
2020.2.13,9656.369659,1579.69486
2020.2.14,9873.48843,1580.956779
2020.2.15,10033.45212,1582.583864
2020.2.16,10301.10685,1582.583864
2020.2.17,10464.23513,1582.583864
2020.2.18,10585.58616,1587.103725
2020.2.19,10745.08501,1588.871002
2020.2.20,10825.82324,1590.435314
2020.2.21,10948.83155,1591.714462
2020.2.22,10998.52381,1593.247275
2020.2.23,11142.29654,1593.247275
2020.2.24,11170.74518,1593.247275
2020.2.25,11149.6237,1596.784184
2020.2.26,11161.97918,1597.990993
2020.2.27,11094.06558,1598.884324
2020.2.28,11070.03952,1599.388872
2020.2.29,10977.32919,1600.052519
2020.3.1,10986.16258,1600.052519
2020.3.2,10889.71801,1600.052519
2020.3.3,10756.02513,1600.535047
2020.3.4,10670.04959,1600.623779
2020.3.5,10519.56667,1600.377254
2020.3.6,10429.82773,1599.738779
2020.3.7,10288.91113,1599.275582
2020.3.8,10267.24422,1599.275582
2020.3.9,10157.75931,1599.275582
2020.3.10,10027.81167,1596.672422
2020.3.11,9961.291919,1595.895909
2020.3.12,9844.537436,1594.89668
2020.3.13,9801.045378,1593.634873
2020.3.14,9716.877682,1592.692962
2020.3.15,9760.243038,1592.692962
2020.3.16,9721.717111,1592.692962
2020.3.17,9666.227247,1589.643782
2020.3.18,9675.232197,1589.077621
2020.3.19,9632.699693,1588.476095
2020.3.20,9706.174998,1587.799723
2020.3.21,9733.367378,1587.628344
2020.3.22,9880.661539,1587.628344
2020.3.23,9937.090364,1587.628344
2020.3.24,9966.355869,1587.929604
2020.3.25,10049.03567,1588.78793
2020.3.26,10068.5772,1589.738552
2020.3.27,10146.08011,1590.722601
2020.3.28,10165.75558,1592.29845
2020.3.29,10294.54628,1592.29845
2020.3.30,10322.36733,1592.29845
2020.3.31,10314.0943,1598.123784
2020.4.1,10351.72897,1600.832938
2020.4.2,10320.34609,1603.595713
2020.4.3,10342.82331,1606.327489
2020.4.4,10305.24428,1609.561738
2020.4.5,10376.46033,1609.561738
2020.4.6,10348.27296,1609.561738
2020.4.7,10287.36453,1619.599276
2020.4.8,10277.40955,1623.392741
2020.4.9,10204.97159,1627.053659
2020.4.10,10194.18885,1630.486154
2020.4.11,10132.14009,1634.215783
2020.4.12,10188.377,1634.215783
2020.4.13,10155.08604,1634.215783
2020.4.14,10099.00783,1644.481504
2020.4.15,10103.54649,1647.941145
2020.4.16,10054.67414,1651.076904
2020.4.17,10075.63321,1653.80612
2020.4.18,10052.32776,1653.80612
2020.4.19,10152.88915,1653.80612
2020.4.20,10167.87807,1653.80612
2020.4.21,10162.24982,1653.80612
2020.4.22,10217.51418,1665.730399
2020.4.23,10217.69319,1667.51819
2020.4.24,10284.07852,1668.878623
2020.4.25,10300.67771,1670.380006
2020.4.26,10433.83336,1670.380006
2020.4.27,10472.4757,1670.380006
2020.4.28,10480.13414,1673.480006
2020.4.29,10537.13782,1674.546173
2020.4.30,10526.60749,1675.362291
2020.5.1,10569.23958,1675.888767
2020.5.2,10548.77085,1676.707543
2020.5.3,10631.60748,1676.707543
2020.5.4,10607.07877,1676.707543
2020.5.5,10539.44093,1678.754979
2020.5.6,10510.0615,1679.813884
2020.5.7,10403.38704,1680.79177
2020.5.8,10341.69567,1681.642332
2020.5.9,10210.52388,1682.937664
2020.5.10,10178.25224,1682.937664
2020.5.11,10036.31167,1682.937664
2020.5.12,9851.136912,1687.189868
2020.5.13,9706.298832,1689.184139
2020.5.14,9488.420043,1691.164377
2020.5.15,9321.876274,1693.062694
2020.5.16,9094.174506,1693.062694
2020.5.17,9022.533694,1693.062694
2020.5.18,8852.930606,1693.062694
2020.5.19,8653.138626,1702.817711
2020.5.20,8507.791871,1705.763414
2020.5.21,8304.279588,1708.617358
2020.5.22,8167.433817,1711.296032
2020.5.23,7984.901486,1714.336148
2020.5.24,7926.686735,1714.336148
2020.5.25,7785.325856,1714.336148
2020.5.26,7627.822247,1723.00987
2020.5.27,7537.773212,1726.120233
2020.5.28,7401.292825,1729.428517
2020.5.29,7341.73302,1732.429653
2020.5.30,7245.093072,1735.665228
2020.5.31,7279.602277,1735.665228
2020.6.1,7235.937097,1735.665228
2020.6.2,7179.19909,1735.665228
2020.6.3,7191.084354,1747.130692
2020.6.4,7155.847677,1749.716632
2020.6.5,7195.062555,1751.934348
2020.6.6,7193.066385,1754.33959
2020.6.7,7316.57486,1754.33959
2020.6.8,7354.926209,1754.33959
2020.6.9,7372.081093,1760.285598
2020.6.10,7448.808587,1762.291828
2020.6.11,7468.661213,1764.015268
2020.6.12,7552.740209,1765.398775
2020.6.13,7585.140442,1767.006815
2020.6.14,7732.55927,1767.006815
2020.6.15,7784.530396,1767.006815
2020.6.16,7805.409031,1770.848248
2020.6.17,7876.539392,1772.262854
2020.6.18,7882.208191,1773.453204
2020.6.19,7944.38599,1774.362415
2020.6.20,7948.146603,1775.554168
2020.6.21,8061.249584,1775.554168
2020.6.22,8074.347562,1775.554168
2020.6.23,8052.945453,1778.475294
2020.6.24,8079.543177,1779.683732
2020.6.25,8039.566088,1780.713291
2020.6.26,8056.085481,1781.504284
2020.6.27,8015.2197,1782.617937
2020.6.28,8085.701146,1782.617937
2020.6.29,8059.071132,1782.617937
2020.6.30,8001.629634,1785.529103
2020.7.1,7996.571538,1786.806917
2020.7.2,7929.913453,1787.942992
2020.7.3,7925.213225,1788.879195
2020.7.4,7868.97238,1790.178936
2020.7.5,7930.206487,1790.178936
2020.7.6,7900.644953,1790.178936
2020.7.7,7846.686947,1793.922375
2020.7.8,7851.544618,1795.579681
2020.7.9,7801.177291,1797.151552
2020.7.10,7819.018405,1798.582513
2020.7.11,7791.385107,1800.437994
2020.7.12,7887.05519,1800.437994
2020.7.13,7897.47271,1800.437994
2020.7.14,7888.708796,1806.2208
2020.7.15,7962.579037,1808.678137
2020.7.16,7985.669771,1811.10481
2020.7.17,8080.977792,1813.439872
2020.7.18,8134.350829,1816.241716
2020.7.19,8314.065014,1816.241716
2020.7.20,8411.030642,1816.241716
2020.7.21,8490.752992,1825.024279
2020.7.22,8635.479606,1828.497334
2020.7.23,8730.137999,1831.925944
2020.7.24,8897.065898,1835.234939
2020.7.25,9021.424328,1838.968072
2020.7.26,9270.778628,1838.968072
2020.7.27,9435.309152,1838.968072
2020.7.28,9579.778545,1850.142531
2020.7.29,9785.687044,1854.232667
2020.7.30,9937.219748,1858.167559
2020.7.31,10155.98787,1861.861768
2020.8.1,10326.45412,1865.850624
2020.8.2,10615.52701,1865.850624
2020.8.3,10812.7856,1865.850624
2020.8.4,10982.46118,1876.963846
2020.8.5,11205.60683,1880.752448
2020.8.6,11366.05851,1884.249205
2020.8.7,11585.18907,1887.374978
2020.8.8,11747.34493,1890.673929
2020.8.9,12019.44977,1890.673929
2020.8.10,12191.23627,1890.673929
2020.8.11,12327.232,1899.111536
2020.8.12,12508.93016,1901.857097
2020.8.13,12620.74853,1904.264451
2020.8.14,12784.77777,1906.273514
2020.8.15,12886.20898,1908.447938
2020.8.16,13092.92471,1908.447938
2020.8.17,13195.71466,1908.447938
2020.8.18,13260.24252,1913.657214
2020.8.19,13369.19493,1915.435146
2020.8.20,13408.21635,1916.955671
2020.8.21,13500.63169,1918.171751
2020.8.22,13532.84704,1919.657696
2020.8.23,13673.91343,1919.657696
2020.8.24,13715.71573,1919.657696
2020.8.25,13724.91356,1923.494338
2020.8.26,13785.06624,1925.052919
2020.8.27,13782.54602,1926.469291
2020.8.28,13841.24227,1927.689639
2020.8.29,13847.94741,1929.278739
2020.8.30,13971.91019,1929.278739
2020.8.31,14005.01854,1929.278739
2020.9.1,14013.73947,1933.886702
2020.9.2,14081.24788,1935.802804
2020.9.3,14093.3488,1937.596675
2020.9.4,14173.19531,1939.195224
2020.9.5,14206.69297,1941.143865
2020.9.6,14362.07558,1941.143865
2020.9.7,14430.1144,1941.143865
2020.9.8,14476.08712,1941.143865
2020.9.9,14581.93828,1948.556334
2020.9.10,14632.23423,1950.356521
2020.9.11,14759.64808,1951.850998
2020.9.12,14838.19646,1953.577715
2020.9.13,15035.04762,1953.577715
2020.9.14,15140.02654,1953.577715
2020.9.15,15217.61044,1957.565956
2020.9.16,15349.11169,1958.882286
2020.9.17,15418.65096,1959.867814
2020.9.18,15547.92171,1960.450327
2020.9.19,15621.63503,1959.104956
2020.9.20,15807.12906,1959.104956
2020.9.21,15894.60349,1959.104956
2020.9.22,15949.10526,1953.548079
2020.9.23,16052.69598,1951.638875
2020.9.24,16090.40444,1949.412506
2020.9.25,16184.96566,1946.818665
2020.9.26,16222.23646,1944.430718
2020.9.27,16370.77223,1944.430718
2020.9.28,16422.02657,1944.430718
2020.9.29,16442.30077,1936.289681
2020.9.30,16514.87465,1933.758995
2020.10.1,16525.92321,1931.054933
2020.10.2,16599.22169,1928.137473
2020.10.3,16621.52965,1925.587233
2020.10.4,16762.14018,1925.587233
2020.10.5,16813.05627,1925.587233
2020.10.6,16840.92223,1917.951345
2020.10.7,16929.14235,1915.911336
2020.10.8,16963.79137,1913.846911
2020.10.9,17068.31975,1911.706263
2020.10.10,17128.94449,1910.055586
2020.10.11,17314.21122,1910.055586
2020.10.12,17415.18949,1910.055586
2020.10.13,17497.4286,1905.678147
2020.10.14,17643.10531,1904.843866
2020.10.15,17736.9676,1904.008925
2020.10.16,17901.07612,1903.099339
2020.10.17,18020.23335,1902.659385
2020.10.18,18261.58496,1902.659385
2020.10.19,18414.85427,1902.659385
2020.10.20,18544.33591,1901.58604
2020.10.21,18731.07911,1901.682217
2020.10.22,18858.86352,1901.666262
2020.10.23,19048.96841,1901.452007
2020.10.24,19185.62448,1901.574115
2020.10.25,19435.63193,1901.574115
2020.10.26,19588.60531,1901.574115
2020.10.27,19708.97092,1901.331688
2020.10.28,19878.14691,1901.414806
2020.10.29,19980.50919,1901.244881
2020.10.30,20138.14429,1900.741856
2020.10.31,20236.27859,1900.448653
2020.11.1,20442.86847,1900.448653
2020.11.2,20548.81263,1900.448653
2020.11.3,20619.91311,1898.310192
2020.11.4,20739.01646,1897.587696
2020.11.5,20791.93907,1896.549124
2020.11.6,20902.17917,1895.129322
2020.11.7,20956.30592,1893.886088
2020.11.8,21123.51155,1893.886088
2020.11.9,21195.78865,1893.886088
2020.11.10,21239.86051,1888.840307
2020.11.11,21339.29649,1887.173139
2020.11.12,21380.41767,1885.221192
2020.11.13,21486.99533,1882.928837
2020.11.14,21545.63377,1880.861982
2020.11.15,21725.32296,1880.861982
2020.11.16,21817.6237,1880.861982
2020.11.17,21888.61254,1873.698391
2020.11.18,22021.01845,1871.4558
2020.11.19,22100.15538,1868.996893
2020.11.20,22248.65301,1866.266294
2020.11.21,22351.87579,1863.829272
2020.11.22,22577.51497,1863.829272
2020.11.23,22715.81505,1863.829272
2020.11.24,22831.56051,1855.94755
2020.11.25,23006.2538,1853.589076
2020.11.26,23124.08723,1851.072042
2020.11.27,23306.70997,1848.338823
2020.11.28,23438.67901,1845.952724
2020.11.29,23687.07802,1845.952724
2020.11.30,23841.7642,1845.952724
2020.12.1,23967.36882,1838.531802
2020.12.2,24145.48156,1836.427741
2020.12.3,24260.62112,1834.215932
2020.12.4,24434.99336,1831.839735
2020.12.5,24553.9258,1829.863854
2020.12.6,24785.463,1829.863854
2020.12.7,24920.58344,1829.863854
2020.12.8,25025.16447,1824.01059
2020.12.9,25182.12642,1822.547701
2020.12.10,25277.3595,1821.039148
2020.12.11,25434.43605,1819.429397
2020.12.12,25539.99841,1818.283651
2020.12.13,25763.30805,1818.283651
2020.12.14,25896.41848,1818.283651
2020.12.15,26006.09947,1815.295745
2020.12.16,26175.94502,1814.905621
2020.12.17,26292.27026,1814.522173
2020.12.18,26478.80038,1814.084165
2020.12.19,26622.04299,1814.149865
2020.12.20,26890.83019,1814.149865
2020.12.21,27076.4931,1814.149865
2020.12.22,27244.79665,1814.947405
2020.12.23,27478.06704,1815.835089
2020.12.24,27661.11641,1816.718026
2020.12.25,27915.96748,1817.52233
2020.12.26,28127.26855,1818.79323
2020.12.27,28461.88419,1818.79323
2020.12.28,28709.12284,1818.79323
2020.12.29,28932.72814,1822.852244
2020.12.30,29213.06438,1824.666549
2020.12.31,29433.09942,1826.376108
2021.1.1,29713.18586,1827.896609
2021.1.2,29936.52949,1827.896609
2021.1.3,30268.82857,1827.896609
2021.1.4,30498.54388,1827.896609
2021.1.5,30688.92486,1827.896609
2021.1.6,30920.22129,1827.896609
2021.1.7,31075.68276,1836.698698
2021.1.8,31276.34626,1838.32562
2021.1.9,31406.50035,1839.624415
2021.1.10,31633.30942,1839.624415
2021.1.11,31747.05825,1839.624415
2021.1.12,31813.14254,1839.624415
2021.1.13,31914.23566,1839.624415
2021.1.14,31936.23501,1844.377314
2021.1.15,32002.98936,1845.424428
2021.1.16,32001.69728,1846.1363
2021.1.17,32102.46178,1846.443874
2021.1.18,32098.46306,1846.90154
2021.1.19,32057.8769,1846.90154
2021.1.20,32065.97097,1846.90154
2021.1.21,32010.98404,1846.776196
2021.1.22,32018.7915,1846.685089
2021.1.23,31978.24885,1846.278063
2021.1.24,32060.69973,1845.501675
2021.1.25,32060.11193,1844.92513
2021.1.26,32044.96962,1844.92513
2021.1.27,32100.3552,1844.92513
2021.1.28,32113.82603,1842.126703
2021.1.29,32210.08971,1841.324262
2021.1.30,32276.36946,1840.309792
2021.1.31,32481.94564,1839.035467
2021.2.1,32618.33609,1838.07409
2021.2.2,32751.24267,1838.07409
2021.2.3,32962.69578,1838.07409
2021.2.4,33137.00087,1834.804868
2021.2.5,33395.48872,1834.064818
2021.2.6,33621.95916,1833.213171
2021.2.7,33982.30251,1832.193799
2021.2.8,34264.75913,1831.569562
2021.2.9,34531.94264,1831.569562
2021.2.10,34863.05665,1831.569562
2021.2.11,35139.90707,1829.684569
2021.2.12,35481.7103,1829.484636
2021.2.13,35770.58535,1829.187777
2021.2.14,36171.21297,1828.722448
2021.2.15,36471.12141,1828.636057
2021.2.16,36732.72352,1828.636057
2021.2.17,37035.53483,1828.636057
2021.2.18,37262.17468,1828.118048
2021.2.19,37533.15097,1828.245348
2021.2.20,37732.31727,1828.191034
2021.2.21,38026.48634,1827.873353
2021.2.22,38205.6608,1827.831173
2021.2.23,55924.49581,1827.831173
2021.2.24,50320.00394,1827.831173
2021.2.25,43802.00684,1826.768285
2021.2.26,50478.85563,1826.479555
2021.2.27,46009.54048,1825.893219
,45900.90328,1824.931625
,47912.20008,1824.139983
,47053.17101,1824.139983
,54049.89969,1824.139983
,47912.40497,1820.290941
,49800.63157,1818.935943
,47030.7242,1817.239768
,43658.86469,1815.142053
,46839.60919,1813.20639
,52350.41881,1813.20639
,54636.33298,1813.20639
,61189.46923,1806.071961
,56820.74841,1803.736611
,59008.95503,1801.149843
,55881.96163,1798.269655
,61525.33232,1795.67682
,56288.09128,1795.67682
,54763.01313,1795.67682
,57264.78523,1787.470016
,61722.07189,1785.115826
,59278.13642,1782.692978
,60660.88207,1780.163503
,59331.58283,1778.109299
,59501.82507,1778.109299
,48947.07127,1778.109299
,51941.02319,1772.611946
,51815.79912,1771.499021
,51085.14591,1770.465985
,58257.43969,1769.458473
,58273.03173,1769.039558
,56396.08548,1769.039558
,58290.21527,1769.039558
,59448.84729,1768.909504
,57657.22464,1769.659006
,54319.43609,1770.48239
,58619.26283,1771.299136
,57644.45918,1772.646431
,58553.54487,1772.646431
,60068.36802,1772.646431
,59398.78553,1777.221496
,55490.45374,1779.267449
,59463.72677,1781.219553
,58889.58785,1782.982167
,61049.21214,1782.982167
,59541.52132,1782.982167
,60555.81237,1782.982167
,65244.84085,1782.982167
,61008.23876,1792.633495
,57679.85948,1794.301292
,61172.74303,1795.585467
,58649.30217,1797.023552
,54422.15634,1797.023552
,54402.3697,1797.023552
,56360.67568,1799.710094
,53201.58318,1800.469671
,50876.62444,1800.852674
,51423.3125,1800.79823
,48512.68067,1800.870245
,47274.69465,1800.870245
,56067.629,1800.870245
,57233.68695,1799.556802
,55588.82233,1799.099629
,52909.8195,1798.362495
,57152.07679,1797.304434
,55767.02135,1796.506664
,52736.73994,1796.506664
,57567.95823,1796.506664
,54797.79279,1793.514882
,60034.14168,1792.834797
,56622.64151,1792.04748
,59417.37099,1791.109432
,66018.39442,1790.595973
,57284.5453,1790.595973
,50702.23359,1790.595973
,54928.92364,1790.595973
,41358.08032,1789.480256
,49892.22216,1789.608283
,49964.744,1789.657836
,47129.01833,1790.182837
,49556.75539,1790.182837
,42463.44395,1790.182837
,41314.19036,1792.125387
,31204.3613,1793.291618
,37177.78824,1794.387826
,38873.91476,1795.332064
,40157.0251,1796.662105
,31278.35827,1796.662105
,42773.06306,1796.662105
,37888.60655,1800.354772
,38682.19536,1801.853076
,31714.26234,1803.147609
,35046.64832,1804.15563
,29681.67285,1805.416728
,35510.43041,1805.416728
,38383.58539,1805.416728
,39452.18382,1808.160209
,38386.43334,1809.123024
,40301.60436,1809.790914
,35058.6401,1810.09404
,30804.17675,1810.585667
,34983.96212,1810.585667
,33008.2543,1810.585667
,33512.38726,1810.585667
,40972.03266,1810.849995
,38910.75367,1810.634376
,38307.87636,1810.069456
,33222.43605,1809.718927
,38622.33704,1809.718927
,40593.51659,1809.718927
,36240.44742,1807.620074
,37551.18462,1807.032988
,39859.08409,1806.21129
,33165.6806,1805.098577
,34830.46185,1804.25909
,35491.14707,1804.25909
,30409.11684,1804.25909
,34773.51678,1801.036624
,35627.23974,1800.182449
,35343.6282,1799.142776
,30025.87331,1797.858201
,30269.6549,1796.890099
,35974.57939,1796.890099
,33862.00041,1796.890099
,33372.73788,1793.518157
,35731.63128,1792.688037
,32660.37706,1791.708615
,32650.29239,1790.521152
,32863.73213,1789.688405
,36647.34671,1789.688405
,35425.795,1789.688405
,34528.13864,1786.974959
,34357.18765,1786.458313
,30966.97901,1785.844778
,33240.68683,1785.078765
,34508.13606,1784.725818
,36295.5463,1784.725818
,32683.16633,1784.725818
,30143.72889,1783.819655
,32915.46343,1784.029217
,30495.66718,1784.201346
,30815.63704,1784.276896
,32257.41997,1784.816323
,32569.79063,1784.816323
,31070.76615,1784.816323
,28100.21093,1786.818034
,33707.67414,1788.04165
,32943.22675,1789.230799
,34013.21795,1790.31304
,34826.03339,1791.834763
,35950.71738,1791.834763
,38095.9136,1791.834763
,40213.27988,1796.490701
,37665.02043,1798.453112
,40919.22256,1800.285247
,42387.23694,1801.902499
,41758.57808,1803.84057
,39163.3414,1803.84057
,38954.8576,1803.84057
,37670.90738,1808.95491
,40583.0214,1810.791413
,42709.5921,1812.356844
,45189.2336,1813.569622
,46900.66863,1814.9711
,44485.06005,1814.9711
,47596.87463,1814.9711
,42265.25785,1817.777036
,43483.62276,1818.653899
,44595.90281,1819.190764
,51231.78061,1819.32397
,50445.1874,1819.613748
,48985.37617,1819.613748
,44382.53573,1819.613748
,44955.74199,1819.08611
,43620.42499,1818.915814
,48182.98286,1818.46714
,52137.38562,1817.692007
,51377.01409,1817.164242
,49714.0446,1817.164242
,49369.73266,1817.164242
,44622.05994,1814.828431
,48030.1197,1814.289729
,46618.83121,1813.592186
,51645.10028,1812.684623
,53891.2575,1812.134811
,48931.78789,1812.134811
,45800.21512,1812.134811
,45932.36399,1810.293821
,48536.27743,1810.061481
,51193.15536,1809.713511
,50003.43963,1809.180245
,51258.84612,1809.010278
,52376.91256,1809.010278
,53080.85102,1809.010278
,39116.30192,1809.010278
,44480.32711,1808.131188
,,1807.912794
,,1807.411942
,,1807.166314
,,1807.166314
,,1807.166314
,,1805.363837
,,1804.785381
,,1803.889275
,,1802.599942
,,1801.46548
