	gold	Bitcon
930	1272.951888	9481.477371
931	1274.859637	9497.553731
932	1276.795678	9477.17021
933	1278.671786	9502.691027
934	1281.018297	9459.547569
935	1281.018297	9484.721808
936	1281.018297	9450.846288
937	1288.177145	9527.049486
938	1290.934609	9505.365753
939	1293.520641	9452.659188
940	1295.839968	9452.729633
941	1298.419421	9392.205882
942	1298.419421	9395.229423
943	1298.419421	9348.820198
944	1305.034705	9422.41068
945	1307.221118	9408.01111
946	1309.06177	9372.133866
947	1310.478374	9397.909341
948	1312.017405	9370.998126
949	1312.017405	9414.302191
950	1312.017405	9413.365766
951	1314.913342	9535.951162
952	1315.744092	9572.251199
953	1316.214906	9586.864858
954	1316.273903	9660.967117
955	1316.273903	9678.276237
956	1316.273903	9759.819691
957	1316.273903	9789.387935
958	1316.273903	9933.159821
959	1315.789178	9979.960003
960	1315.462716	9993.273748
961	1314.8787	10053.44908
962	1314.618982	10043.68872
963	1314.618982	10084.83236
964	1314.618982	10060.81817
965	1313.6126	10138.30704
966	1313.707764	10106.93019
967	1313.744546	10031.28569
968	1313.673323	9993.114563
969	1314.062546	9877.259523
970	1314.062546	9806.407889
971	1314.062546	9666.508618
972	1314.062546	9626.348274
973	1316.76188	9477.747677
974	1317.854334	9287.506312
975	1318.856633	9139.526345
976	1320.315299	8920.720759
977	1320.315299	8755.70841
978	1320.315299	8532.187062
979	1324.87957	8420.470344
980	1326.842235	8213.651261
981	1328.689528	7979.520086
982	1330.337005	7802.669027
983	1332.320953	7570.388556
984	1332.320953	7407.358336
985	1332.320953	7201.023768
986	1337.679483	7121.143843
987	1339.639182	6959.972509
988	1341.35263	6784.200755
989	1342.740834	6677.091081
990	1344.34769	6524.408324
991	1344.34769	6449.148823
992	1344.34769	6336.957882
993	1344.34769	6355.720124
994	1349.191527	6295.783853
995	1350.108493	6221.945543
996	1350.656857	6215.625076
997	1351.394643	6160.83479
998	1351.394643	6178.943412
999	1351.394643	6154.124139
1000	1352.369054	6252.970844
1001	1352.733503	6264.743071
1002	1353.852124	6253.365658
1003	1354.641103	6299.613452
1004	1355.665339	6287.084201
1005	1355.665339	6336.960867
1006	1355.665339	6333.452918
1007	1357.820439	6443.401008
1008	1358.69389	6456.506244
1009	1359.352828	6437.310492
1010	1359.739794	6467.35889
1011	1360.417861	6431.148353
1012	1360.417861	6450.864096
1013	1360.417861	6411.794435
1014	1361.843502	6481.909048
1015	1362.567057	6452.062508
1016	1363.118019	6387.9502
1017	1363.436587	6372.248291
1018	1364.084025	6290.541986
1019	1364.084025	6266.044441
1020	1364.084025	6184.996837
1021	1365.636308	6216.234893
1022	1366.47588	6151.383713
1023	1367.182045	6056.807954
1024	1367.697326	6015.748856
1025	1368.585801	5914.252122
1026	1368.585801	5875.888708
1027	1368.585801	5787.158671
1028	1371.159153	5817.062984
1029	1372.449034	5757.304787
1030	1373.665042	5674.246661
1031	1374.751528	5651.055091
1032	1376.27349	5573.635729
1033	1376.27349	5565.361212
1034	1376.27349	5512.481416
1035	1381.112884	5583.700871
1036	1383.270466	5570.384652
1037	1385.401861	5538.519308
1038	1387.443996	5570.859973
1039	1389.952923	5552.867382
1040	1389.952923	5607.436658
1041	1389.952923	5620.307992
1042	1397.830926	5759.644129
1043	1400.984798	5816.23628
1044	1404.080848	5855.465309
1045	1407.041302	5959.449603
1046	1410.407481	6012.983659
1047	1410.407481	6138.269489
1048	1410.407481	6220.331184
1049	1420.350171	6426.597706
1050	1423.980954	6547.115655
1051	1427.430557	6608.714128
1052	1430.613287	6730.576716
1053	1434.064705	6796.77725
1054	1434.064705	6928.828516
1055	1434.064705	7011.110328
1056	1443.419547	7210.466492
1057	1446.578928	7316.431964
1058	1449.342651	7393.21666
1059	1451.720622	7521.876845
1060	1454.260194	7586.277517
1061	1454.260194	7707.847247
1062	1454.260194	7771.015076
1063	1460.385069	7942.813806
1064	1462.360258	8013.11066
1065	1464.003482	8046.591434
1066	1465.258024	8124.928866
1067	1466.690654	8132.738496
1068	1466.690654	8192.323439
1069	1466.690654	8189.097762
1070	1469.776747	8291.172971
1071	1470.887434	8289.568877
1072	1471.7629	8250.17535
1073	1472.356451	8255.896178
1074	1473.242169	8192.578864
1075	1473.242169	8183.732434
1076	1473.242169	8115.923617
1077	1475.401356	8158.33663
1078	1476.435741	8102.958582
1079	1477.341195	8016.517708
1080	1478.06083	7982.606351
1081	1479.156077	7887.59317
1082	1479.156077	7855.327191
1083	1479.156077	7772.524552
1084	1479.156077	7808.323532
1085	1483.701826	7754.470107
1086	1484.982624	7677.26137
1087	1486.054146	7659.678688
1088	1487.45904	7587.314898
1089	1487.45904	7583.097861
1090	1487.45904	7532.700764
1091	1491.096349	7604.124194
1092	1492.489802	7587.911548
1093	1493.637651	7549.124339
1094	1494.456969	7569.508435
1095	1495.486721	7533.454629
1096	1495.486721	7562.754954
1097	1495.486721	7542.044199
1098	1497.271874	7638.410793
1099	1497.825189	7641.637762
1100	1498.03881	7616.199584
1101	1497.844271	7643.445321
1102	1497.797308	7607.570908
1103	1497.797308	7630.381616
1104	1497.797308	7596.733925
1105	1496.169235	7674.140887
1106	1495.594141	7653.001789
1107	1494.72034	7598.5822
1108	1493.500797	7593.175197
1109	1492.511737	7522.047227
1110	1492.511737	7487.073131
1111	1492.511737	7395.436339
1112	1488.736022	7415.907352
1113	1487.720904	7340.134177
1114	1486.56326	7234.585907
1115	1485.131096	7182.67845
1116	1484.095294	7070.686893
1117	1484.095294	7022.447201
1118	1484.095294	6924.738208
1119	1481.157651	6946.829681
1120	1480.726259	6880.658947
1121	1480.286144	6792.763698
1122	1479.781699	6766.403172
1123	1479.775122	6687.472372
1124	1479.775122	6679.212017
1125	1479.775122	6627.604997
1126	1480.336287	6700.944765
1127	1481.136851	6690.037585
1128	1481.924747	6660.165587
1129	1482.622589	6693.241979
1130	1483.771613	6673.762127
1131	1483.771613	6723.55217
1132	1483.771613	6727.204832
1133	1487.330449	6851.68675
1134	1488.920128	6886.5781
1135	1490.370837	6896.070413
1136	1491.596234	6961.152891
1137	1493.131302	6965.59003
1138	1493.131302	7030.691431
1139	1493.131302	7040.76281
1140	1496.977651	7162.722063
1141	1498.379	7186.340896
1142	1499.508451	7176.237794
1143	1500.28842	7214.052766
1144	1501.264465	7184.406987
1145	1501.264465	7209.648683
1146	1501.264465	7175.274971
1147	1502.878805	7249.514309
1148	1503.398072	7223.531052
1149	1503.601046	7163.378934
1150	1503.424963	7152.135078
1151	1503.42981	7075.818822
1152	1503.42981	7058.097911
1153	1503.42981	6985.672943
1154	1502.17267	7027.825822
1155	1501.787929	6976.594719
1156	1501.129879	6898.70328
1157	1500.143506	6877.676371
1158	1499.395097	6799.747261
1159	1499.395097	6788.559121
1160	1499.395097	6730.551914
1161	1496.262241	6794.52037
1162	1495.387734	6771.805298
1163	1494.30855	6728.245493
1164	1492.96884	6746.321902
1165	1491.933381	6711.098076
1166	1491.933381	6744.958844
1167	1491.933381	6733.037141
1168	1488.315758	6842.813519
1169	1487.397202	6864.349301
1170	1486.328954	6862.27939
1171	1485.053985	6917.995123
1172	1484.134924	6915.619994
1173	1484.134924	6976.779081
1174	1484.134924	6986.051114
1175	1481.169502	7110.586879
1176	1480.569704	7140.354293
1177	1479.872327	7140.135693
1178	1479.021132	7191.707524
1179	1478.581206	7179.805244
1180	1478.581206	7226.87452
1181	1478.581206	7218.498116
1182	1477.404359	7322.982837
1183	1477.523533	7331.56775
1184	1477.608503	7310.380256
1185	1477.603358	7342.571417
1186	1478.072714	7314.234637
1187	1478.072714	7349.110175
1188	1478.072714	7333.966291
1189	1479.983805	7438.142808
1190	1481.240326	7453.719674
1191	1482.507664	7447.438377
1192	1483.722665	7502.808753
1193	1485.441503	7506.006297
1194	1485.441503	7580.563214
1195	1485.441503	7612.744623
1196	1491.176382	7771.096008
1197	1493.694475	7846.624594
1198	1496.196079	7904.742324
1199	1498.604939	8027.402543
1200	1501.464022	8099.034821
1201	1501.464022	8241.280248
1202	1501.464022	8338.417469
1203	1510.169255	8556.964277
1204	1513.487295	8685.915958
1205	1513.487295	8788.746543
1206	1513.487295	8945.603419
1207	1513.487295	9039.298098
1208	1522.945809	9190.093868
1209	1522.945809	9281.179032
1210	1522.945809	9478.309131
1211	1532.138857	9570.078086
1212	1535.339269	9619.943304
1213	1535.339269	9708.434391
1214	1535.339269	9719.147659
1215	1540.855981	9773.526823
1216	1543.632938	9756.31859
1217	1543.632938	9835.186775
1218	1543.632938	9800.945443
1219	1550.588691	9719.536939
1220	1552.85368	9674.185545
1221	1554.778401	9551.330259
1222	1556.296834	9475.338612
1223	1557.966399	9333.891899
1224	1557.966399	9297.527246
1225	1557.966399	9159.798871
1226	1561.51215	8989.18629
1227	1562.665538	8871.182031
1228	1563.517383	8694.164136
1229	1564.016239	8584.056991
1230	1564.732991	8429.672323
1231	1564.732991	8402.217036
1232	1564.732991	8295.431227
1233	1565.934425	8177.484858
1234	1566.507297	8133.066062
1235	1566.889223	8049.26646
1236	1567.031847	8050.266816
1237	1567.739011	8022.71434
1238	1567.739011	8135.277472
1239	1567.739011	8178.840382
1240	1569.579264	8218.464291
1241	1570.570771	8335.546988
1242	1571.461127	8413.784187
1243	1572.191641	8573.934121
1244	1573.322469	8699.274724
1245	1573.322469	8955.237218
1246	1573.322469	9129.676348
1247	1576.705507	9284.902463
1248	1578.253068	9499.905042
1249	1579.69486	9656.369659
1250	1580.956779	9873.48843
1251	1582.583864	10033.45212
1252	1582.583864	10301.10685
1253	1582.583864	10464.23513
1254	1587.103725	10585.58616
1255	1588.871002	10745.08501
1256	1590.435314	10825.82324
1257	1591.714462	10948.83155
1258	1593.247275	10998.52381
1259	1593.247275	11142.29654
1260	1593.247275	11170.74518
1261	1596.784184	11149.6237
1262	1597.990993	11161.97918
1263	1598.884324	11094.06558
1264	1599.388872	11070.03952
1265	1600.052519	10977.32919
1266	1600.052519	10986.16258
1267	1600.052519	10889.71801
1268	1600.535047	10756.02513
1269	1600.623779	10670.04959
1270	1600.377254	10519.56667
1271	1599.738779	10429.82773
1272	1599.275582	10288.91113
1273	1599.275582	10267.24422
1274	1599.275582	10157.75931
1275	1596.672422	10027.81167
1276	1595.895909	9961.291919
1277	1594.89668	9844.537436
1278	1593.634873	9801.045378
1279	1592.692962	9716.877682
1280	1592.692962	9760.243038
1281	1592.692962	9721.717111
1282	1589.643782	9666.227247
1283	1589.077621	9675.232197
1284	1588.476095	9632.699693
1285	1587.799723	9706.174998
1286	1587.628344	9733.367378
1287	1587.628344	9880.661539
1288	1587.628344	9937.090364
1289	1587.929604	9966.355869
1290	1588.78793	10049.03567
1291	1589.738552	10068.5772
1292	1590.722601	10146.08011
1293	1592.29845	10165.75558
1294	1592.29845	10294.54628
1295	1592.29845	10322.36733
1296	1598.123784	10314.0943
1297	1600.832938	10351.72897
1298	1603.595713	10320.34609
1299	1606.327489	10342.82331
1300	1609.561738	10305.24428
1301	1609.561738	10376.46033
1302	1609.561738	10348.27296
1303	1619.599276	10287.36453
1304	1623.392741	10277.40955
1305	1627.053659	10204.97159
1306	1630.486154	10194.18885
1307	1634.215783	10132.14009
1308	1634.215783	10188.377
1309	1634.215783	10155.08604
1310	1644.481504	10099.00783
1311	1647.941145	10103.54649
1312	1651.076904	10054.67414
1313	1653.80612	10075.63321
1314	1653.80612	10052.32776
1315	1653.80612	10152.88915
1316	1653.80612	10167.87807
1317	1653.80612	10162.24982
1318	1665.730399	10217.51418
1319	1667.51819	10217.69319
1320	1668.878623	10284.07852
1321	1670.380006	10300.67771
1322	1670.380006	10433.83336
1323	1670.380006	10472.4757
1324	1673.480006	10480.13414
1325	1674.546173	10537.13782
1326	1675.362291	10526.60749
1327	1675.888767	10569.23958
1328	1676.707543	10548.77085
1329	1676.707543	10631.60748
1330	1676.707543	10607.07877
1331	1678.754979	10539.44093
1332	1679.813884	10510.0615
1333	1680.79177	10403.38704
1334	1681.642332	10341.69567
1335	1682.937664	10210.52388
1336	1682.937664	10178.25224
1337	1682.937664	10036.31167
1338	1687.189868	9851.136912
1339	1689.184139	9706.298832
1340	1691.164377	9488.420043
1341	1693.062694	9321.876274
1342	1693.062694	9094.174506
1343	1693.062694	9022.533694
1344	1693.062694	8852.930606
1345	1702.817711	8653.138626
1346	1705.763414	8507.791871
1347	1708.617358	8304.279588
1348	1711.296032	8167.433817
1349	1714.336148	7984.901486
1350	1714.336148	7926.686735
1351	1714.336148	7785.325856
1352	1723.00987	7627.822247
1353	1726.120233	7537.773212
1354	1729.428517	7401.292825
1355	1732.429653	7341.73302
1356	1735.665228	7245.093072
1357	1735.665228	7279.602277
1358	1735.665228	7235.937097
1359	1735.665228	7179.19909
1360	1747.130692	7191.084354
1361	1749.716632	7155.847677
1362	1751.934348	7195.062555
1363	1754.33959	7193.066385
1364	1754.33959	7316.57486
1365	1754.33959	7354.926209
1366	1760.285598	7372.081093
1367	1762.291828	7448.808587
1368	1764.015268	7468.661213
1369	1765.398775	7552.740209
1370	1767.006815	7585.140442
1371	1767.006815	7732.55927
1372	1767.006815	7784.530396
1373	1770.848248	7805.409031
1374	1772.262854	7876.539392
1375	1773.453204	7882.208191
1376	1774.362415	7944.38599
1377	1775.554168	7948.146603
1378	1775.554168	8061.249584
1379	1775.554168	8074.347562
1380	1778.475294	8052.945453
1381	1779.683732	8079.543177
1382	1780.713291	8039.566088
1383	1781.504284	8056.085481
1384	1782.617937	8015.2197
1385	1782.617937	8085.701146
1386	1782.617937	8059.071132
1387	1785.529103	8001.629634
1388	1786.806917	7996.571538
1389	1787.942992	7929.913453
1390	1788.879195	7925.213225
1391	1790.178936	7868.97238
1392	1790.178936	7930.206487
1393	1790.178936	7900.644953
1394	1793.922375	7846.686947
1395	1795.579681	7851.544618
1396	1797.151552	7801.177291
1397	1798.582513	7819.018405
1398	1800.437994	7791.385107
1399	1800.437994	7887.05519
1400	1800.437994	7897.47271
1401	1806.2208	7888.708796
1402	1808.678137	7962.579037
1403	1811.10481	7985.669771
1404	1813.439872	8080.977792
1405	1816.241716	8134.350829
1406	1816.241716	8314.065014
1407	1816.241716	8411.030642
1408	1825.024279	8490.752992
1409	1828.497334	8635.479606
1410	1831.925944	8730.137999
1411	1835.234939	8897.065898
1412	1838.968072	9021.424328
1413	1838.968072	9270.778628
1414	1838.968072	9435.309152
1415	1850.142531	9579.778545
1416	1854.232667	9785.687044
1417	1858.167559	9937.219748
1418	1861.861768	10155.98787
1419	1865.850624	10326.45412
1420	1865.850624	10615.52701
1421	1865.850624	10812.7856
1422	1876.963846	10982.46118
1423	1880.752448	11205.60683
1424	1884.249205	11366.05851
1425	1887.374978	11585.18907
1426	1890.673929	11747.34493
1427	1890.673929	12019.44977
1428	1890.673929	12191.23627
1429	1899.111536	12327.232
1430	1901.857097	12508.93016
1431	1904.264451	12620.74853
1432	1906.273514	12784.77777
1433	1908.447938	12886.20898
1434	1908.447938	13092.92471
1435	1908.447938	13195.71466
1436	1913.657214	13260.24252
1437	1915.435146	13369.19493
1438	1916.955671	13408.21635
1439	1918.171751	13500.63169
1440	1919.657696	13532.84704
1441	1919.657696	13673.91343
1442	1919.657696	13715.71573
1443	1923.494338	13724.91356
1444	1925.052919	13785.06624
1445	1926.469291	13782.54602
1446	1927.689639	13841.24227
1447	1929.278739	13847.94741
1448	1929.278739	13971.91019
1449	1929.278739	14005.01854
1450	1933.886702	14013.73947
1451	1935.802804	14081.24788
1452	1937.596675	14093.3488
1453	1939.195224	14173.19531
1454	1941.143865	14206.69297
1455	1941.143865	14362.07558
1456	1941.143865	14430.1144
1457	1941.143865	14476.08712
1458	1948.556334	14581.93828
1459	1950.356521	14632.23423
1460	1951.850998	14759.64808
1461	1953.577715	14838.19646
1462	1953.577715	15035.04762
1463	1953.577715	15140.02654
1464	1957.565956	15217.61044
1465	1958.882286	15349.11169
1466	1959.867814	15418.65096
1467	1960.450327	15547.92171
1468	1959.104956	15621.63503
1469	1959.104956	15807.12906
1470	1959.104956	15894.60349
1471	1953.548079	15949.10526
1472	1951.638875	16052.69598
1473	1949.412506	16090.40444
1474	1946.818665	16184.96566
1475	1944.430718	16222.23646
1476	1944.430718	16370.77223
1477	1944.430718	16422.02657
1478	1936.289681	16442.30077
1479	1933.758995	16514.87465
1480	1931.054933	16525.92321
1481	1928.137473	16599.22169
1482	1925.587233	16621.52965
1483	1925.587233	16762.14018
1484	1925.587233	16813.05627
1485	1917.951345	16840.92223
1486	1915.911336	16929.14235
1487	1913.846911	16963.79137
1488	1911.706263	17068.31975
1489	1910.055586	17128.94449
1490	1910.055586	17314.21122
1491	1910.055586	17415.18949
1492	1905.678147	17497.4286
1493	1904.843866	17643.10531
1494	1904.008925	17736.9676
1495	1903.099339	17901.07612
1496	1902.659385	18020.23335
1497	1902.659385	18261.58496
1498	1902.659385	18414.85427
1499	1901.58604	18544.33591
1500	1901.682217	18731.07911
1501	1901.666262	18858.86352
1502	1901.452007	19048.96841
1503	1901.574115	19185.62448
1504	1901.574115	19435.63193
1505	1901.574115	19588.60531
1506	1901.331688	19708.97092
1507	1901.414806	19878.14691
1508	1901.244881	19980.50919
1509	1900.741856	20138.14429
1510	1900.448653	20236.27859
1511	1900.448653	20442.86847
1512	1900.448653	20548.81263
1513	1898.310192	20619.91311
1514	1897.587696	20739.01646
1515	1896.549124	20791.93907
1516	1895.129322	20902.17917
1517	1893.886088	20956.30592
1518	1893.886088	21123.51155
1519	1893.886088	21195.78865
1520	1888.840307	21239.86051
1521	1887.173139	21339.29649
1522	1885.221192	21380.41767
1523	1882.928837	21486.99533
1524	1880.861982	21545.63377
1525	1880.861982	21725.32296
1526	1880.861982	21817.6237
1527	1873.698391	21888.61254
1528	1871.4558	22021.01845
1529	1868.996893	22100.15538
1530	1866.266294	22248.65301
1531	1863.829272	22351.87579
1532	1863.829272	22577.51497
1533	1863.829272	22715.81505
1534	1855.94755	22831.56051
1535	1853.589076	23006.2538
1536	1851.072042	23124.08723
1537	1848.338823	23306.70997
1538	1845.952724	23438.67901
1539	1845.952724	23687.07802
1540	1845.952724	23841.7642
1541	1838.531802	23967.36882
1542	1836.427741	24145.48156
1543	1834.215932	24260.62112
1544	1831.839735	24434.99336
1545	1829.863854	24553.9258
1546	1829.863854	24785.463
1547	1829.863854	24920.58344
1548	1824.01059	25025.16447
1549	1822.547701	25182.12642
1550	1821.039148	25277.3595
1551	1819.429397	25434.43605
1552	1818.283651	25539.99841
1553	1818.283651	25763.30805
1554	1818.283651	25896.41848
1555	1815.295745	26006.09947
1556	1814.905621	26175.94502
1557	1814.522173	26292.27026
1558	1814.084165	26478.80038
1559	1814.149865	26622.04299
1560	1814.149865	26890.83019
1561	1814.149865	27076.4931
1562	1814.947405	27244.79665
1563	1815.835089	27478.06704
1564	1816.718026	27661.11641
1565	1817.52233	27915.96748
1566	1818.79323	28127.26855
1567	1818.79323	28461.88419
1568	1818.79323	28709.12284
1569	1822.852244	28932.72814
1570	1824.666549	29213.06438
1571	1826.376108	29433.09942
1572	1827.896609	29713.18586
1573	1827.896609	29936.52949
1574	1827.896609	30268.82857
1575	1827.896609	30498.54388
1576	1827.896609	30688.92486
1577	1827.896609	30920.22129
1578	1836.698698	31075.68276
1579	1838.32562	31276.34626
1580	1839.624415	31406.50035
1581	1839.624415	31633.30942
1582	1839.624415	31747.05825
1583	1839.624415	31813.14254
1584	1839.624415	31914.23566
1585	1844.377314	31936.23501
1586	1845.424428	32002.98936
1587	1846.1363	32001.69728
1588	1846.443874	32102.46178
1589	1846.90154	32098.46306
1590	1846.90154	32057.8769
1591	1846.90154	32065.97097
1592	1846.776196	32010.98404
1593	1846.685089	32018.7915
1594	1846.278063	31978.24885
1595	1845.501675	32060.69973
1596	1844.92513	32060.11193
1597	1844.92513	32044.96962
1598	1844.92513	32100.3552
1599	1842.126703	32113.82603
1600	1841.324262	32210.08971
1601	1840.309792	32276.36946
1602	1839.035467	32481.94564
1603	1838.07409	32618.33609
1604	1838.07409	32751.24267
1605	1838.07409	32962.69578
1606	1834.804868	33137.00087
1607	1834.064818	33395.48872
1608	1833.213171	33621.95916
1609	1832.193799	33982.30251
1610	1831.569562	34264.75913
1611	1831.569562	34531.94264
1612	1831.569562	34863.05665
1613	1829.684569	35139.90707
1614	1829.484636	35481.7103
1615	1829.187777	35770.58535
1616	1828.722448	36171.21297
1617	1828.636057	36471.12141
1618	1828.636057	36732.72352
1619	1828.636057	37035.53483
1620	1828.118048	37262.17468
1621	1828.245348	37533.15097
1622	1828.191034	37732.31727
1623	1827.873353	38026.48634
1624	1827.831173	38205.6608
1625	1827.831173	55924.49581
1626	1827.831173	50320.00394
1627	1826.768285	43802.00684
1628	1826.479555	50478.85563
1629	1825.893219	46009.54048
1630	1824.931625	45900.90328
1631	1824.139983	47912.20008
1632	1824.139983	47053.17101
1633	1824.139983	54049.89969
1634	1820.290941	47912.40497
1635	1818.935943	49800.63157
1636	1817.239768	47030.7242
1637	1815.142053	43658.86469
1638	1813.20639	46839.60919
1639	1813.20639	52350.41881
1640	1813.20639	54636.33298
1641	1806.071961	61189.46923
1642	1803.736611	56820.74841
1643	1801.149843	59008.95503
1644	1798.269655	55881.96163
1645	1795.67682	61525.33232
1646	1795.67682	56288.09128
1647	1795.67682	54763.01313
1648	1787.470016	57264.78523
1649	1785.115826	61722.07189
1650	1782.692978	59278.13642
1651	1780.163503	60660.88207
1652	1778.109299	59331.58283
1653	1778.109299	59501.82507
1654	1778.109299	48947.07127
1655	1772.611946	51941.02319
1656	1771.499021	51815.79912
1657	1770.465985	51085.14591
1658	1769.458473	58257.43969
1659	1769.039558	58273.03173
1660	1769.039558	56396.08548
1661	1769.039558	58290.21527
1662	1768.909504	59448.84729
1663	1769.659006	57657.22464
1664	1770.48239	54319.43609
1665	1771.299136	58619.26283
1666	1772.646431	57644.45918
1667	1772.646431	58553.54487
1668	1772.646431	60068.36802
1669	1777.221496	59398.78553
1670	1779.267449	55490.45374
1671	1781.219553	59463.72677
1672	1782.982167	58889.58785
1673	1782.982167	61049.21214
1674	1782.982167	59541.52132
1675	1782.982167	60555.81237
1676	1782.982167	65244.84085
1677	1792.633495	61008.23876
1678	1794.301292	57679.85948
1679	1795.585467	61172.74303
1680	1797.023552	58649.30217
1681	1797.023552	54422.15634
1682	1797.023552	54402.3697
1683	1799.710094	56360.67568
1684	1800.469671	53201.58318
1685	1800.852674	50876.62444
1686	1800.79823	51423.3125
1687	1800.870245	48512.68067
1688	1800.870245	47274.69465
1689	1800.870245	56067.629
1690	1799.556802	57233.68695
1691	1799.099629	55588.82233
1692	1798.362495	52909.8195
1693	1797.304434	57152.07679
1694	1796.506664	55767.02135
1695	1796.506664	52736.73994
1696	1796.506664	57567.95823
1697	1793.514882	54797.79279
1698	1792.834797	60034.14168
1699	1792.04748	56622.64151
1700	1791.109432	59417.37099
1701	1790.595973	66018.39442
1702	1790.595973	57284.5453
1703	1790.595973	50702.23359
1704	1790.595973	54928.92364
1705	1789.480256	41358.08032
1706	1789.608283	49892.22216
1707	1789.657836	49964.744
1708	1790.182837	47129.01833
1709	1790.182837	49556.75539
1710	1790.182837	42463.44395
1711	1792.125387	41314.19036
1712	1793.291618	31204.3613
1713	1794.387826	37177.78824
1714	1795.332064	38873.91476
1715	1796.662105	40157.0251
1716	1796.662105	31278.35827
1717	1796.662105	42773.06306
1718	1800.354772	37888.60655
1719	1801.853076	38682.19536
1720	1803.147609	31714.26234
1721	1804.15563	35046.64832
1722	1805.416728	29681.67285
1723	1805.416728	35510.43041
1724	1805.416728	38383.58539
1725	1808.160209	39452.18382
1726	1809.123024	38386.43334
1727	1809.790914	40301.60436
1728	1810.09404	35058.6401
1729	1810.585667	30804.17675
1730	1810.585667	34983.96212
1731	1810.585667	33008.2543
1732	1810.585667	33512.38726
1733	1810.849995	40972.03266
1734	1810.634376	38910.75367
1735	1810.069456	38307.87636
1736	1809.718927	33222.43605
1737	1809.718927	38622.33704
1738	1809.718927	40593.51659
1739	1807.620074	36240.44742
1740	1807.032988	37551.18462
1741	1806.21129	39859.08409
1742	1805.098577	33165.6806
1743	1804.25909	34830.46185
1744	1804.25909	35491.14707
1745	1804.25909	30409.11684
1746	1801.036624	34773.51678
1747	1800.182449	35627.23974
1748	1799.142776	35343.6282
1749	1797.858201	30025.87331
1750	1796.890099	30269.6549
1751	1796.890099	35974.57939
1752	1796.890099	33862.00041
1753	1793.518157	33372.73788
1754	1792.688037	35731.63128
1755	1791.708615	32660.37706
1756	1790.521152	32650.29239
1757	1789.688405	32863.73213
1758	1789.688405	36647.34671
1759	1789.688405	35425.795
1760	1786.974959	34528.13864
1761	1786.458313	34357.18765
1762	1785.844778	30966.97901
1763	1785.078765	33240.68683
1764	1784.725818	34508.13606
1765	1784.725818	36295.5463
1766	1784.725818	32683.16633
1767	1783.819655	30143.72889
1768	1784.029217	32915.46343
1769	1784.201346	30495.66718
1770	1784.276896	30815.63704
1771	1784.816323	32257.41997
1772	1784.816323	32569.79063
1773	1784.816323	31070.76615
1774	1786.818034	28100.21093
1775	1788.04165	33707.67414
1776	1789.230799	32943.22675
1777	1790.31304	34013.21795
1778	1791.834763	34826.03339
1779	1791.834763	35950.71738
1780	1791.834763	38095.9136
1781	1796.490701	40213.27988
1782	1798.453112	37665.02043
1783	1800.285247	40919.22256
1784	1801.902499	42387.23694
1785	1803.84057	41758.57808
1786	1803.84057	39163.3414
1787	1803.84057	38954.8576
1788	1808.95491	37670.90738
1789	1810.791413	40583.0214
1790	1812.356844	42709.5921
1791	1813.569622	45189.2336
1792	1814.9711	46900.66863
1793	1814.9711	44485.06005
1794	1814.9711	47596.87463
1795	1817.777036	42265.25785
1796	1818.653899	43483.62276
1797	1819.190764	44595.90281
1798	1819.32397	51231.78061
1799	1819.613748	50445.1874
1800	1819.613748	48985.37617
1801	1819.613748	44382.53573
1802	1819.08611	44955.74199
1803	1818.915814	43620.42499
1804	1818.46714	48182.98286
1805	1817.692007	52137.38562
1806	1817.164242	51377.01409
1807	1817.164242	49714.0446
1808	1817.164242	49369.73266
1809	1814.828431	44622.05994
1810	1814.289729	48030.1197
1811	1813.592186	46618.83121
1812	1812.684623	51645.10028
1813	1812.134811	53891.2575
1814	1812.134811	48931.78789
1815	1812.134811	45800.21512
1816	1810.293821	45932.36399
1817	1810.061481	48536.27743
1818	1809.713511	51193.15536
1819	1809.180245	50003.43963
1820	1809.010278	51258.84612
1821	1809.010278	52376.91256
1822	1809.010278	53080.85102
1823	1809.010278	39116.30192
1824	1808.131188	44480.32711
1825	1807.912794	
1826	1807.411942	
1827	1807.166314	
1828	1807.166314	
1829	1807.166314	
1830	1805.363837	
1831	1804.785381	
1832	1803.889275	
1833	1802.599942	
1834	1801.46548	
